pmid	title	abstract	included_c	included_w
30693109	Efficacy of the Treatment of Elderly Trauma Patients Requiring Intensive Care.	To evaluate the effectiveness of intensive care for the elderly trauma patients aged 80 years and older. Trauma patients admitted to the intensive care unit (ICU) through the emergency room (ER) at our hospital between January 2013 and December 2016 were analyzed. Patients were divided into two groups: patients aged 80 and older (group E) and <80 years old (group Y). Clinical courses and the total treatment costs were compared between the two groups. Data are shown as median (interquartile range). A hundred and seven trauma patients were included in the study. There were 26 patients in group E and 81 patients in group Y. There was no significant difference in Injury Severity Score (ISS) (group E, 19 (13, 32); group Y, 17 (14, 25); p=0.708); however, the probability of survival (Ps) was significantly lower in group E (group E, 0.895 (0.757, 0.950); group Y, 0.955 (0.878, 0.986); p=0.004). The duration of ICU stay (days) was significantly longer in group E (10 (5, 23)) than in group Y (4 (3, 9); p=0.001), and the total hospital stay (days) was longer in group E (33 (13, 57)) than in group Y (22 (12, 42); p=0.179). The hospital mortality was higher in group E (11.5%) than in group Y (6.2%) without a significant difference (p=0.365). The total treatment costs were significantly higher in group E ($23,558 (12,456, 42,790) with $1 = ¥110.57) than in group Y ($16,538 (7,412, 25,422); p=0.023). Elderly trauma patients require longer-term treatment including ICU stay and greater cost with higher hospital mortality compared with young trauma patients.	0	1
30693271	Is Proton Therapy a Pro for Breast Cancer? A Comparison of Proton vs. Non-proton Radiotherapy Using the National Cancer Database.	Background: Limited data exists demonstrating the clinical benefit of proton radiotherapy (PRT) in breast cancer. Using the National Cancer Database, we evaluated predictors associated with PRT use for patients with breast cancer. An exploratory analysis also investigates the impact of PRT on overall survival (OS). Methods: Patients with non-metastatic breast cancer treated with adjuvant radiotherapy from 2004 to 2014 were identified. Patients were stratified based on receipt of PRT or non-PRT (i.e., photons ± electrons). A logistic regression model was used to determine predictors for PRT utilization. For OS, Multivariable analysis (MVA) was performed using Cox proportional hazard model. Results: A total of 724,492 patients were identified: 871 received PRT and 723,621 received non-PRT. 58.3% of the PRT patients were group stage 0-1. Median follow-up time was 62.2 months. On multivariate logistic analysis, the following factors were found to be significant for receipt of PRT (all p < 0.05): academic facility (odds ratio [OR] = 2.50), South (OR = 2.01) and West location (OR = 12.43), left-sided (OR = 1.21), ER-positive (OR = 1.59), and mastectomy (OR = 1.47); pT2-T4 disease predicted for decrease use (OR = 0.79). PRT was not associated with OS on MVA for all patients: Hazard Ratio: 0.85, p = 0.168. PRT remained not significant on MVA after stratifying for subsets likely associated with higher heart radiation doses, including: left-sided (p = 0.140), inner-quadrant (p = 0.173), mastectomy (p = 0.095), node positivity (p = 0.680), N2-N3 disease (p = 0.880), and lymph node irradiation (LNI) (p = 0.767). Conclusions: Receipt of PRT was associated with left-sided, ER+ tumors, mastectomy, South and West location, and academic facilities, but not higher group stages or LNI. PRT was not associated with OS, including in subsets likely at risk for higher heart doses. Further studies are required to determine non-OS benefits of PRT. In the interim, given the high cost of protons, only well-selected patients should receive PRT unless enrolled on a clinical trial.	1	0
30693828	Outcome of children with Langerhans cell histiocytosis and single-system involvement: A retrospective study at a single center in Shanghai, China.	This is a descriptive review of the clinical patterns and outcomes of children with Langerhans cell histiocytosis and single-system involvement (SS-LCH) treated at Shanghai Children's Medical Center. 60 evaluable newly diagnosed patients (37 boys, 23 girls) with a median age of 3.9 years (range: 0.3-15.3 years) and histiopathology-confirmed SS-LCH were enrolled from 2010 to 2014. All patients received systemic chemotherapy using either the DAL HX-83 or LCH-II protocol as determined by the physician. Bone was the most frequently affected organ (56/60, 93.3%). Of the 56 patients suffering from SS-bone disease, 35 (62.5%) had unifocal disease and 21 (37.5%) had multifocal disease. CNS-risk lesions were seen in nine patients (16.1%, 9/56) at diagnosis. Thirty-two patients were treated with the LCH-II protocol and 28 received the DAL HX-83 protocol. No patient received intralesional steroid injection at the time of surgery. CNS-risk lesion correlated with an inferior event-free survival (EFS) for patients with bone disease (62.5 ± 17.1% vs. 90.7 ± 4.5%; p = 0.039). The difference in the 5-year EFS between patients with unifocal and multifocal SS-bone LCH did not reach the statistical significance (93.8 ± 4.3% vs. 75.0 ± 9.7%; p = 0.074). No deaths were observed, leading to a 5-year OS of 100% in the present cohort of patients. Permanent consequences and secondary malignancies were not observed but were also limited by short follow-up. Optimal therapy for patients with SS-bone LCH has not been established. Less toxic therapeutic approaches should be considered for these patients and tested in prospective trials.	1	0
30697508	Positive association between the cross-sectional area of the rhomboid muscle, and the range of shoulder abduction after neck dissection surgery.	To evaluate the association between the cross-sectional area of selected shoulder and scapular muscles and the range of shoulder abduction, early after neck dissection surgery. Twenty-seven patients (contributing 34 upper limbs), who had undergone neck dissection surgery for head and neck malignancy, were enrolled into the study. Loss of strength of the trapezius muscle at 1-month post-surgery was quantified by the change in active range of shoulder abduction (%A-ROM), measured by hand-held goniometry in a standing position, from baseline, before surgery. The cross-sectional area of the following muscles were measured on unenhanced computed tomography images after surgery: trapezius, rhomboid, serratus anterior, pectoralis major, deltoid, and biceps brachii. There was a significant positive correlation between the %A-ROM and the cross-sectional area of the rhomboid muscle. Greater active shoulder abduction early after surgery is associated with a greater cross-sectional area of the rhomboid muscle. This muscle should be included in intensive programs for rehabilitation of upper limb movement after neck dissection surgery.	1	0
30697510	Patients 10 years after total hip arthroplasty have the deficits in functional performance, physical activity, and high fall rate compared to healthy adults.	Background Long-term results in muscle strength, physical activity (PA), and functional improvement after total hip arthroplasty (THA) have not been studied. The purpose of this study was to evaluate the deficits in functional performance, PA, and high fall rate in patient 10 years after THA compared to healthy adults. Methods The subjects were 58 patients who underwent primary THA for unilateral hip osteoarthritis 10 years, and 46 healthy adults. Hip abductor strength, balance function (single-leg stance time), Maximal Walking Speed (MWS), fall rate, and PA (IPAQ short ver.) were evaluated. The unpaired t-test and χ2 test were used to assess differences between the groups. Statistical significance was set at p value <0.05. Results Compared to healthy adults, THA patients had 9.5% less hip abductor muscle strength on the operated side, 42.1% shorter single-leg stance time on the operated side, 14.8% slower MWS, 2.0 times less High-PA group, and 2.8 times higher fall rate (p<0.05). Conclusion This study showed that hip abductor muscle strength, gait speed, balance function, and PA were significantly lower in patients 10 years after THA than in healthy adults. Additionally, the fall rate was significantly higher in patients 10 years post-THA than in healthy adults.	1	0
30701215	Surgical treatment of gastrointestinal stromal tumours combined with imatinib treatment: a retrospective cohort analysis.	Targeted therapies changed the treatment concepts of gastrointestinal stromal tumours significantly. As only possibility to cure surgical resection is the cornerstone of therapy. Thus it is necessary to find out which patients will benefit most regarding modality (neo- or adjuvant) and duration of chemotherapy. In a retrospective cohort analysis the medical records of all consecutive patients treated in the department of general and visceral surgery of the university hospital Tübingen between 2004 and 2015 were investigated. Recurrence and survival outcomes were calculated using the Kaplan-Meier method. Tumor location of GIST was gastric in 32, small bowel in 14, rectum in 3 and extraintestinal in 3 patients. Median tumor size was 46 mm. Median mitotic index was 4 per 50 hpf. Resection was achieved R0 in 46 patients, R1 in 4 patients and R2 in 2 patients. Mean overall survival was 58.9 months (range, 46-73 months). Mean recurrence free survival was 45.6 months (range, 36-57 months). Mean overall survival was 58.9 months (range, 46-73 months). Risk factors for recurrence were tumor location and high mitotic index Ki-67. The prognosis of GIST after surgical resection is favourable. Survival prognosis are excellent. Analysis of KI-67 mitotic index predicted best oncologic outcome.	1	0
30702223	[Evaluation of inflammatory and endothelial dysfunction's biomarkers in patients with hypertension at achieving the target blood pressure.]	The target organs damage in hypertension is mainly realized through an endothelial dysfunction. The present study investigated the inflammatory and endothelial dysfunction's biomarkers in patients with hypertension before and after the achieving the target level of blood pressure. We've performed clinical and laboratory study of 44 patients (17 men, 27 women, mean age 58.59 ± 10.57 years) with the hypertension stage II, degrees2-3, high and very high risk of cardiovascular complications, not reaching the target level of blood pressure at the previous therapy. All patients received standardized therapy with a fixed combination of amlodipine / indapamide / perindopril in an individually selected dosage. The duration of the follow-up was 6 months. The levels of pro-inflammatory interleukin-6 (IL-6), anti-inflammatory interleukin-10 (IL-10), vascular cell adhesion molecule-1 (sVCAM-1) and vasculoendothelial growth factor (VEGF) were measured. All patients achieved the target blood pressure level at the end of the study (systolic blood pressure was 125.1 ± 6.9 mm Hg, diastolic - 82.2 ± 5 mm Hg, p < 0.001). After 6 months, there was no significant dynamics of inflammatory biomarkers. The level of sVCAM-1, as an indicator of endothelial dysfunction, decreased (898.67 ± 433.5 ng / ml vs. 1063.5 ± 442.4 ng / ml at the start of treatment, p < 0.001). Thus, it is possible to use vascular cell adhesion molecule-1 as a biomarker of endothelial dysfunction in patients with hypertension. Adequate therapy of hypertension with achievement of target blood pressure levels improves vascular endothelial function, significantly reducing sVCAM-1 expression.	1	0
30702379	Opioid-Sparing Effects of Topical Ketamine in Treating Severe Pain From Decubitus Ulcers.	Pain from pressure ulcers can severely impact a patient's quality of life. Evidence-based treatment of ulcer-related pain typically relies on systemic opioids with limiting side effects. Literature exists on the use of topical ketamine for neuropathic pain, but not for tissue injury in general and for decubitus ulcer pain specifically. Ketamine has a number of actions including blocking of the glutamate NMDA ionophore in the periphery. Preclinical evidence suggests that NMDA receptors located on peripheral sensory afferent terminals may play a role in initiating pain signaling in inflamed tissues. Topical ketamine, therefore, has the potential to provide analgesia when applied to decubitus ulcers. Here a case is reported of a 54-year-old female with diffuse large B-cell lymphoma who during a critical period in her illness experienced gangrene leading to chronic bilateral stage IV decubitus heel ulcers. The severe pain reported by the patient was poorly managed using high doses of systemic opioids and resulted in intermittent systemic side effects. Adding a compounded ketamine gel to her wound dressings twice daily over an interval of several months drastically reduced her opioid use and, more important, her pain, with minimal side effects.	0	1
30705623	The Effect of Dual Task on Attentional Performance in Children With ADHD.	Attention-deficit/hyperactivity disorder (ADHD) is a common psychiatric disorder without validated objective markers. Oculomotor behavior and executive motor control could potentially be used to investigate attention disorders. The aim of this study was to explore an oculomotor and postural dual task in children with ADHD. Forty-two children were included in the study, gathering children with ADHD (n = 21) (mean 8.15 age ± years 0.36) and sex-, age-, and IQ-matched typically developing children (TD). Children performed two distinct fixation tasks in three different postural conditions. Eye movements and postural body sway were recorded simultaneously, using an eye tracker and a force platform. Results showed that children with ADHD had poor fixation capability and poor postural stability when compared to TD children. Both groups showed less postural control on the unstable platform and displayed more saccades during the fixation task. Surprisingly, in the dual unstable platform/fixation with distractor task, the instability of children with ADHD was similar to that observed in TD children. Top-down dys-regulation mediated by frontal-striatal dysfunction could be at the origin of both poor inhibitory oculomotor deficits and impaired body stability reported in children with ADHD. Finally, we could assume that the fact both groups of children focused their attention on a secondary task led to poor postural control. In the future it could be interesting to explore further this issue by developing new dual tasks in a more ecological situation in order to gain more insight on attentional processes in children with ADHD. HIGHLIGHTS - Children with ADHD showed poor fixation capability when compared to TD children. - Top-down dys-regulation mediated by frontal-striatal dysfunction could be at the origin of both poor inhibitory oculomotor deficits and impaired body stability reported in children with ADHD. - Both groups of children focused their attention on the visual fixation task leading to poor postural control. - In the future it could be interesting to develop new dual tasks in an ecological situation in order to gain more insight on attentional processes in children with ADHD.	1	0
30705885	Preservation of Ejaculatory Function After Postchemotherapy Retroperitoneal Lymph Node Dissection (PC-RPLND) in Patients With Testicular Cancer: Template vs. Bilateral Resection.	Background: Post-chemotherapy retroperitoneal lymph node dissection (PC-RPLND) plays a crucial role in treatment of metastatic non-seminomatous germ cell cancer. Objective: To evaluate the functional outcome regarding the preservation of ejaculatory function comparing a bilateral vs. unilateral template resection in PC-RPLND patients. In addition, oncological safety and perioperative complications of the unilateral template resection was compared to the full bilateral one. Design/Setting/Participants: Between 2003 and 2018, 504 RPLNDs have been performed in 434 patients. The database of consecutive patients was queried to identify 171 patients with PC-RPLND after 1st line chemotherapy for a non-seminoma with or without bilateral template resection. Re-Do's, late relapse, salvage patients, and thoraco-abdominal approaches were excluded. Indication for a template resection was a unilateral residual mass mainly <5 cm as published (1). Outcome, Measurement, and Statistical Analysis: Descriptive statistics were used to report preoperative features, postoperative outcomes and patterns of recurrence, on the overall population and after stratification for the type of resection (bilateral vs. unilateral). Kaplan-Meier analyses were used to describe recurrence- and cancer-specific mortality-free survival rates at different time points. Results and Limitations: Overall, 90 and 81 patients underwent unilateral and bilateral radical resection, respectively. Median size of residual mass was 7 cm for bilateral and 4 cm for unilateral template resection. Clinical stage II and III were present in 31 and 69% of patients, respectively. Median follow-up was 14.5 months (IQR 3.3-37.6). The 1- and 2-year recurrence-free survival rates were 91 and 91%, and 77 and 72% for patients treated with unilateral template and bilateral resection, respectively (p = 0.0078). Median time to recurrence was 9.5 and 9 months in template and bilateral resection group, respectively. Adjunctive procedures were performed in 56 patients (33%) and were significantly more frequent in the bilateral resection group (43 vs. 23%, p = 0.006). The overall high-grade complication rate (Clavien-Dindo ≥ III) was 6, 3, and 9% in unilateral template and bilateral resection group, respectively (p = 0.6). The rate of preservation of antegrade ejaculation was significantly higher in the unilateral group. Conclusions: Antegrade ejaculation in patients undergoing unilateral template resection with a residual mass <5 cm can be preserved at a much higher rate. Moreover, this surgical procedure is oncologically safe in terms of mid-term recurrence and CSM-free survival rates. This data undermines the growing evidence of limited PC-RPLND being justifiable in strictly unilateral residual mass <5 cm. This data has to be confirmed with a longer follow-up regarding in-field and retroperitoneal recurrences.	1	0
30706056	Group versus individual antenatal and first year postpartum care: Study protocol for a multi-country cluster randomized controlled trial in Kenya and Nigeria.	Background: Antenatal care (ANC) in many low- and middle-income countries is under-utilized and of sub-optimal quality. Group ANC (G-ANC) is an intervention designed to improve the experience and provision of ANC for groups of women (cohorts) at similar stages of pregnancy. Methods: A two-arm, two-phase, cluster randomized controlled trial (cRCT) (non-blinded) is being conducted in Kenya and Nigeria. Public health facilities were matched and randomized to either standard individual ANC (control) or G-ANC (intervention) prior to enrollment. Participants include pregnant women attending first ANC at gestational age <24 weeks, health care providers, and sub-national health managers. Enrollment ended in June 2017 for both countries. In the intervention arm, pregnant women are assigned to cohorts at first ANC visit and receive subsequent care together during five meetings facilitated by a health care provider (Phase 1). After birth, the same cohorts meet four times over 12 months with their babies (Phase 2). Data collection was performed through surveys, clinical data extraction, focus group discussions, and in-depth interviews. Phase 1 data collection ended in January 2018 and Phase 2 concludes in November 2018. Intention-to-treat analysis will be used to evaluate primary outcomes for Phases 1 and 2: health facility delivery and use of a modern method of family planning at 12 months postpartum, respectively. Data analysis and reporting of results will be consistent with norms for cRCTs. General estimating equation models that account for clustering will be employed for primary outcome analyzes. Results: Overall 1,075 and 1,013 pregnant women were enrolled in Nigeria and Kenya, respectively. Final study results will be available in February 2019. Conclusions: This is the first cRCT on G-ANC in Africa. It is among the first to examine the effects of continuing group care through the first year postpartum. Registration: Pan African Clinical Trials Registry PACTR201706002254227 May 02, 2017.	0	1
30714388	Promoting resilience through neurocognitive functioning in youth living with HIV.	Using a phased model of intervention development, we developed an intervention to promote resilience in youth living with HIV via improved neurocognitive resources. First, youth completed a naturalistic prospective memory (PM) task and were randomized into a visualization condition or control condition. Next, 47 of these participants completed another naturalistic PM task and were randomized into Calendaring condition, an Alarm condition, a Combined condition, or a Control condition. Youth with low PM demonstrated observable gains from the visualization technique. Youth in the Combined Calendaring and Alarm condition demonstrated significantly better performance than participants in the Control and Calendaring conditions. In a Proof-of-Concept study with 16 youth, the previous findings were translated into a single session in-person intervention followed by tailored text messaging to improve adherence and viral load via improved neurocognitive resources. The resulting intervention showed a signal of effect with viral load reductions in youth with available data. Targeting compensatory strategies to enhance neurocognitive functioning may promote resilience and health outcomes. A randomized pilot study with a control condition is the next step.	1	0
30714984	Corticosteroids versus vestibular rehabilitation in long-term outcomes in vestibular neuritis.	The management strategy for functional recovery after vestibular neuritis (VN) has not yet been established. Therapeutic choices involve corticosteroids, vestibular rehabilitation therapy (VRT) and the combination of corticosteroids with VRT. The present study aimed to compare the efficacy of corticosteroids, vestibular rehabilitation, and combination of them in terms of subjective and objective improvement in patients with VN. A prospective randomized study was conducted on 60 patients with acute vestibular neuritis within 3 days after symptom onset. The patients were divided into three groups; steroid group treated with corticosteroids (n = 20), VRT group (n = 20) managed with vestibular rehabilitation exercises and combination group (n = 20) received combined (corticosteroids and vestibular exercises). Groups were compared by caloric lateralization, vestibular myogenic potential amplitude asymmetry and Dizziness Handicap Inventory scores, both at presentation and up to 12 months. The study found no statistically significant difference between the three groups of the study at the end of the follow up period. Corticosteroids and VRT seem to be equivalently effective in patients with VN. The study proposes that corticosteroids may accelerate the recovery of VN, with no more beneficial role in the long-term prognosis of the disease.	1	0
30714985	Evaluation of the effectiveness of a Virtual Reality-based exercise program for Unilateral Peripheral Vestibular Deficit.	Recently, two types of movement sensors have been introduced into Virtual Reality (VR) therapy: motion trackers and force-plate platforms. Combining these two methods could produce better rehabilitation outcomes. Such devices, encompassing motion trackers and force platforms, are referred to as hybrid VR units. To assess the effectiveness of a low-cost hybrid VR based vestibular rehabilitation programMETHODS: A prospective, non-randomized, controlled group study comparing training using a hybrid VR unit (Group 1 n = 25) vs. static posturography with visual feedback (Group 2 n = 25) in patients with peripheral vestibular dysfunction was conducted. The subjects underwent 10 training sessions over 10 days (30 minute sessions). All were examined on a posturography platform at the start and 1 month after rehabilitation and completed the Vertigo Symptom Scale - Short Form (VSS-SF) questionnaire. Both groups demonstrated improvement in posturographic parameters, which were statistically significant, but when comparing results between both groups there were no differences. The patients reported improvement in their subjective perception of symptoms on the VSS-SF scale, which were statistically significant in both groups, but greater in the VR group. Both methods reduce postural sway, however subjective reduction of symptoms was greater in the VR group.	1	0
30721200	[Clinical and functional results of bifocal IOLs implanted during combined cataract and glaucoma surgery].	At present, implantation of multifocal IOLs in patients with primary open-angle glaucoma (POAG) remains questionable. To comparatively analyze the clinical and functional effectiveness of bifocal IOLs implanted during combined cataract and glaucoma surgery. The prospective study included 41 patients (75 eyes) with presbyopia and POAG who underwent one-stage cataract phacoemulsification with implantation of a multifocal IOL and non-penetrating deep sclerectomy (NPDS) with lens capsule. Group 1 included 24 patients (44 eyes) with implantation of diffractive-refractive IOL. Group 2 consisted of 17 patients (31 eyes) who were implanted aspheric diffractive IOL with asymmetric optics. Mean IOP in both groups was 18.1±2.9 mmHg, and the difference with the preoperative parameters (26.1±2.8) was statistically significant (p<0.05). On average, the patients received 1.3±0.5 antihypertensive drugs compared to 2.4±0.61 before surgery (0.05<p<0.1). Near uncorrected visual acuity (nUCVA) in group 1 was 0.51±0.12 (p=0.009), in group 2 - 0.53±0.1 (p=0.01). Distant uncorrected visual acuity (dUCVA) was 0.59±0.09 (p=0.043) In group 1, and 0.57±0.04 (p=0.021) in group 2. Near best corrected visual acuity (nBCVA) in group 1 was 0.64±0.07, and 0.64±0.09 in group 2. In all studied groups postoperative nBCVA after 1 year of observation was significantly higher than before the surgery (p=0.006 and p=0.009 respectively). The main study goal (dBCVA=1.0 at 1 year after surgery) was achieved in 31.8% of cases in group 1 and in 29.1% of cases in group 2 (p>0.1). Implantation of multifocal IOLs in combination cataract and glaucoma surgery is a safe and effective surgical intervention for the described group of patients. В настоящее время остается дискутабельным вопрос о целесообразности имплантации мультифокальной интраокулярной линзы (ИОЛ) у пациентов с первичной открытоугольной глаукомой (ПОУГ). Цель - сравнительный анализ клинико-функциональных результатов имплантации бифокальных ИОЛ в ходе комбинированной хирургии катаракты и глаукомы. Материал и методы. В проспективное открытое исследование вошел 41 пациент (75 глаз) с пресбиопией и ПОУГ, которым проведена одномоментная факоэмульсификация катаракты с имплантацией мультифокальных ИОЛ и непроникающей глубокой склерэктомией с дренированием собственной капсулой хрусталика. В 1-ю группу вошли 24 пациента (44 глаза) с имплантацией дифракционно-рефракционной ИОЛ, во 2-ю - 17 пациентов (31 глаз), которым имплантировали дифракционную асферичную ИОЛ с асимметричной оптикой. Результаты. Средний уровень внутриглазного давления (ВГД) в обеих группах составил 18,1±2,9 мм рт.ст., при этом разница с дооперационными показателями (26,1±2,8 мм рт.ст.) была статистически значима (p<0,05). В среднем пациенты принимали 1,3±0,5 гипотензивных препаратов по сравнению с 2,4±0,61 до операции (0,05<p<0,1). Некорригированная острота зрения вблизи (НКОЗб) в 1-й группе составила 0,51±0,12 (p=0,009), во 2-й - 0,53±0,1 (p=0,01). В 1-й группе НКОЗ вдаль (НКОЗд) составила 0,59±0,09 (p=0,043), во 2-й - 0,57±0,04 (p=0,021). Максимально корригированная острота зрения вблизи (МКОЗб) в 1-й группе составила 0,64±0,07, во 2-й - 0,64±0,09. Во всех исследуемых группах послеоперационная МКОЗб через 1 год наблюдений была значимо выше, чем до операции (p=0,006 и p=0,009 соответственно). Заключение. Основной конечный показатель исследования (МКОЗд=1,0 через 1 год после операции) достигнут в 31,8% случаев в 1-й группе и в 29,1% случаев - во 2-й (p>0,1). Имплантация мультифокальных ИОЛ в ходе комбинированной хирургии катаракты и глаукомы относится к безопасным и эффективным вмешательствам у данной категории пациентов.	1	0
30723421	Primary Clinical Evaluation of Photodynamic Therapy With Oral Leukoplakia in Chinese Patients.	Background: Photodynamic therapy (PDT) has demonstrated promising results in the treatment of oral leukoplakia. This study evaluated the clinical efficacy and side effects of PDT in the treatment of Chinese patients with oral leukoplakia. Methods: Twenty-nine patients with oral leukoplakia were enrolled in this study, including patients with both homogenous and non-homogenous lesions and various dysplastic tissues. All patients received PDT using a 632 nm laser at 500 mW/cm2 power density at a dosage of 90-180 J/cm2 and with aminolevulinic acid (ALA) used as a photosensitizer. A fixing and restricting complex as well as high laser power density for PDT in oral cavity was applied. Results: An overall response rate of 86.2% was achieved in this study, including 55.2% complete remission and 31.0% partial remission. The only adverse events observed in subjects were transient local ulcer and pain. It is observed the PDT utilizing ALA showed strong effectiveness in patients with moderate to severe dysplasia, as less treatment time per cm2 of lesion is required. Conclusion: Topic ALA-PDT is effective to treat oral leukoplakia, especially for that with the presence of dysplasia. A fixing and restricting complex as well as high laser power density for PDT in oral cavity should be considered as an optimal choice.	1	0
30723717	Effects of High Carbohydrate vs. High Protein Pre-exercise Feedings on Psychophysiological Responses to High Intensity Interval Exercise in Overweight Perimenopausal Women.	Objective: To investigate (a) the acute effect of a bout of high intensity interval exercise (HIIE) on mood, cognitive function, and blood pressure in overweight perimenopausal women and (b) to compare the effects of high carbohydrate vs. high protein pre-HIIE feedings on exercise capacity, mood and cognitive function in this population. Methods: Twelve, overweight, perimenopausal women (age; 45.5 ± 2.3 years, body fat; 32.2 ± 2.1%) completed a bout of HIIE under 3 pre-exercise feedings (HCHO: high-carbohydrate-low-protein; LCHP: low-carbohydrate-high-protein; control: fasted) in a randomized crossover design. HIIE consisted of 4 intervals of 4 min walking at 85-90% of maximum heart rate and 3 min recovery. Before and after HIIE, the shortened version of the profile of mood state questionnaire, the exercise-induced feeling inventory questionnaire and three cognitive function tests (Stroop test, Shift Stroop test, n-back test) were administered. Blood pressure was measured pre- and post-exercise. Following HIIE a performance test to volitional fatigue was conducted. Results: A single bout of HIIE resulted in significant reductions in blood pressure and improvements in cognitive capacity (p < 0.05). Both the HCHO and LCHP feedings led to significantly longer exercise performance compared to CON (422 ± 71 s and 340 ± 46 vs. 240 ± 32 s, respectively, p < 0.01), with a 1.22-fold greater increase in performance time in HCHO compared to LCHP, although not statistically significant (p > 0.05). Only the HCHO trial improved total mood disturbance and positive engagement 1 h-post-exercise compared to CON (p < 0.05). HCHO and LCHP improved physical exhaustion and revitalization feelings post-exercise vs. CON (p < 0.01). Conclusions: A single HIIE session improves cognitive function and blood pressure in overweight perimenopausal women. High-carbohydrate pre-HIIE feedings can result in greater enhancements in mood and positive engagement to exercise and may improve exercise performance compared to a high-protein meal.	1	0
30724627	Radiofrequency endometrial ablation for treating heavy menstrual bleeding in women with chronic renal failure.	The study objective was to retrospectively evaluate the efficacy and safety of radiofrequency endometrial ablation in treating heavy menstrual bleeding (HMB) in women with chronic renal failure (CRF). Fifty-eight patients with CRF undergoing radiofrequency endometrial ablation in our hospital between January 2013 and July 2017 and for whom complete follow-up data were available were included. Outcome measures included amenorrhea, treatment failure and operative complications. The mean patient age was 41.4 ± 7.7 years, the mean preoperative hemoglobin level was 69.6 ± 19.3 g/dL, the mean preoperative serum creatinine level was 879.1 ± 415.4 µmol/L, and the mean urea level was 18.2 ± 7.1 mmol/L. The mean treatment time for radiofrequency endometrial ablation was 61.7 ± 18.8 s. The median volume of estimated blood loss during the procedure was 10 mL (a range of 2-50 mL). On average, the study subjects were monitored for 24.4 months (a range of 6-60 months). The average amenorrhea rate was 89.7%. Only 2 (3.4%) patients required additional gynecologic surgery after endometrial ablation. Intra- and postoperative complications were not observed. Radiofrequency endometrial ablation was demonstrated to be safe and effective for the treatment of HMB in women with CRF.	1	0
30731463	Intra-Arterial Thrombolysis Improves the Prognosis of Acute Ischemic Stroke Patients without Large Vessel Occlusion.	Intravenous thrombolysis is known as the only effective reperfusion therapy for acute ischemic stroke (AIS) caused by small branches occlusion. However, it is still unclear whether intra-arterial thrombolysis (IAT) is safe and effective for patients without detectable arterial occlusion. This study evaluated the safety and efficacy of IAT in these patients. Data were collected on consecutive patients from December 2012 to February 2017 at the Xuanwu Hospital, Capital Medical University. AIS patients without large artery occlusion during digital subtraction angiography (DSA) were divided into 2 groups: (1) Intra-arterial urokinase thrombolysis group (UK group): received intra-arterial urokinase thrombolysis treatment; (2) Control group: cerebral angiography examination only. The primary outcome was 3-month favorable functional outcome (modified Rankin Scale 0-2). A total of 48 patients received urokinase thrombolysis, and 34 patients underwent DSA examination only. The UK group had more frequent favorable functional outcomes (70.8 vs. 50%, p = 0.032) at 3-month follow-up and higher score of National Institutes of Health Stroke Scale improvement on the second day (p = 0.007). One patient (2%) had symptomatic intracerebral hemorrhage and 3 patients (6.3%) had asymptomatic intracerebral hemorrhage (asICH) in the UK group. One patient (3.3%) had asICH in the control group. There were no significant differences about ICH. AIS caused by small branches occlusion could benefit from intra-arterial urokinase thrombolysis, and the risk of intracerebral hemorrhage was not significantly higher.	1	0
30737920	[Evaluation of the therapeutic impact of selected physiotherapy treatments on the treatment of lymphoedema and the assessment of the state of knowledge on risk factors, information acquisition and prophylaxis against women after surgical treatment of breast cancer].	Introduction: Breast cancer is a disease with high incidence. In Poland, it is the most common cause of death among cancer in women. A common method of treatment is a breast-saving procedure or its radical removal along with nearby lymph nodes. The most common complication after resection is lymphoedema. The aim: The aim of the study was to assess the effectiveness of a selected series of physiotherapy treatments to reduce lymphoedema in women after surgical treatment of breast cancer, assessment of risk factors in women after surgical treatment of breast cancer, assessment of how women collect information on the prevention of lymphoedema, evaluation of women after mastectomy surgery to prevent the formation of lymphoedema. Materials and methods: The study involved 43 patients with lymphoedema after surgical treatment of breast cancer. Patients' own questionnaire was performed and two upper limb circumferences were measured (before and after the end of a series of physiotherapy treatments). Results: In 43 examined women (100&) after the surgery associated with the occurrence of breast cancer, lymphatic edema of the upper limb on the operated side occurred. Edema of the entire limb appeared in 25 subjects (58.14&), and in the arm and forearm, 10 patients (23.26&), arm and forearm in 8 women (18.60&). Edema occurred in different period from the time of surgery and affected a different area. After the therapy, the patients were found to have reduced limb circumferences of the operated side at all levels. The largest decrease was observed at level III (10 cm below the elbow) on average by 1.75 cm, and the smallest at level I (in the medial part of the metacarpus excluding the thumb). Conclusions: Physiotherapy treatments have a significant impact on the reduction of lymphatic edema in women after surgical treatment of breast cancer. In women after mastectomy, there is no basic knowledge about risk factors for lymphoedema. Physicians have the largest share in the education of women after mastectomy. The most common actions in the field of anti-oedematous prophylaxis are kinesitherapy, automassage and proper posture position with high laying of the upper limb on the operated side.	1	0
