record_id,pmid,title,abstract,included_c,included_w,included,asreview_ranking
8,30687201,"A Pilot Study of Behavioral, Physiological, and Subjective Responses to Varying Mental Effort Requirements in Attention-Deficit/Hyperactivity Disorder.","Background: Attention-deficit/hyperactivity disorder (ADHD) is presumed to involve mental effort application difficulties. To test this assumption, we manipulated task difficulty and measured behavioral, as well as subjective and psychophysiological indices of effort. Methods: Fifteen adolescent ADHD boys and 16 controls performed two tasks. First, subjective estimates and behavioral and pupillary measures of effort were recorded across five levels of N-back task difficulties. Second, effort discounting was assessed. In the latter, participants made repeated choices between performing a difficult N-back task for a high reward versus an easier N-back task for a smaller reward. Results: Increasing task difficulty led to similar deteriorations in performance for both groups - although ADHD participants performed more poorly at all difficulty levels than controls. While ADHD and control participants rated the tasks equally difficult and discounted effort similarly, those with ADHD displayed slightly different pupil dilation patterns with increasing task difficulty. Conclusion: The behavioral results did not provide evidence for mental effort problems in adolescent boys with ADHD. The subtle physiological effects, however, suggest that adolescents with ADHD may allocate effort in a different way than controls.",1,0,1,21
41,30859164,Subclinical rheumatic heart disease: A single center experience.,"Rheumatic heart disease (RHD) is still a major cause of morbidity and mortality in developing countries. The aim of the present study was to investigate asymptomatic RHD cases diagnosed by echocardiography without any acute rheumatic fever (ARF) history and to present the follow-up results. Children who had been admitted to the pediatric cardiology department between 2011 and 2017 for various reasons (e.g., sport participation and palpitation) and diagnosed with RHD by echocardiography without a history of ARF were included the study. Echocardiographic findings of the patients were evaluated retrospectively. A total of 75 (55 girls and 20 boys) patients were included in the study. The median age of the cases was 13.6 (minimum 5 and maximum 18) years. The median follow-up period was 19.2 months, whereas the longest follow-up period was 66 months. At the time of admission, pathological valvular insufficiency was present only in the mitral valve in 69 (89.3%) cases, only in the aortic valve in 2 (2.7%) cases, and in both aortic and mitral valve in 6 (8%) cases. Of the cases, 40 (60%) were diagnosed as borderline RHD at the time of admission, and 30 (40%) as definite RHD according to the World Heart Federation criteria. Of these cases, 88% remained the same as borderline RHD, and the findings of two patients improved from definite to borderline RHD. RHD of four patients deteriorated from borderline to definite RHD, and in two patients, valvular insufficiency completely resolved during the follow-up period. None of the cases needed valvular replacement. RHD is still a serious health problem in Turkey. The sensitivity of echocardiography in detecting subclinical mild or asymptomatic cases is well known. For this reason, although it is not yet applied as a routine study, it is important to start the nationwide echocardiographic screening program.",1,0,1,22
9,30687205,Atypical Frontotemporal Connectivity of Cognitive Empathy in Male Adolescents With Conduct Disorder.,"Background: It has been suggested that adolescents with conduct disorder (CD) may have a deficit in the affective and cognitive domains empathy, but studies exploring networks within the key brain regions of affective and cognitive empathy in adolescents with CD are lacking. Methods: Functional connectivity (FC) analyses among key brain regions of the affective and cognitive empathy with resting-state functional magnetic resonance imaging (fMRI) were conducted in 30 adolescent boys with CD and 33 demographically matched healthy controls (HCs). Results: Atypical FC within the key brain regions of affective empathy was not observed in CD adolescents. However, we found that CD adolescents showed decreased frontotemporal connectivity within the key brain regions of cognitive empathy in relation to HCs, that is, the FCs between right temporoparietal junction and ventromedial prefrontal cortex as well as dorsomedial prefrontal cortex. Conclusion: These findings may provide insight into neural mechanism underlying a cognitive empathy deficiency of CD adolescents from the perspective of FC.",1,0,1,23
50,31065316,[Congenital factor VII deficiency: about two family cases].,"Factor VII deficiency is rare, with an estimated prevalence rate of 1/1,000,000. It is transmitted as an autosomal recessive trait. It can cause simple nosebleeds up to cerebral hemorrhage. Our study aims to focus on the clinical features and the importance of screening in patients with this rare deficit. We report the cases of two brothers with this deficit. Child aged 8 years, born to non-consanguineous marriage who was the youngest of two children. He had a history of post-circumcision bleeding and was admitted to our Department for the treatment of recurrent nosebleeds occurred over the last 4 years. Screening tests of hemostasis showed low Prothrombin (PT), normal Activated thromboplastin time (ATT), while factor assay revealed factor VII deficiency with a rate of 26%. The patient underwent spaced fresh frozen plasma (FFP) transfusions due to nosebleeds and wounds. Family screening was not performed. The eldest brother, aged 11 years, presented with very abundant nosebleeds. Somatic examination was unremarkable. Given his history, the patient underwent factor VII assay revealing a rate of 55% and parent screening was scheduled. The diagnosis of congenital factor VII deficiency in a patient motivates family screening in order to perform screening tests in other carriers of factor VII deficiency. This would avoid severe manifestations, even fatal, considering that studies have not shown a correlation between factor VII rate and the severity of patient's status.",1,0,1,24
21,30725002,[Late onset neonatal sepsis in an intensive care neonatal unit: etiological agents and most frequent location].,"Nosocomial neonatal sepsis (NNS) is a frequent entity in intensive care units, causing great morbidity and mortality. The most frequent site is blood, followed by lungs and urine. To know the etiology and most frequent localization of infection in the NNS. Cross sectional study, from January to December 2015, performed in a teaching hospital. All newborns infants were included. 70 patients were included, 88 episodes of NNS were analyzed. The most frequent localization was bacteremia in 40% of cases, followed by urinary tract infection and VAP in 25% respectively. The bacteria most frequently isolated were staphylococci of different types, followed by multiresistant Acinetobacter. The CNS involvement was 32%. Mortality was 34%, rising up to 50% with a second episode of NNS. The empirical therapy of choice was vancomycin and carbapenem, adjusting to antibiogram. The most frequent infection was bacteremia, mainly by staphylococci resistant to methicillin. CNS involvement was elevated, as well as mortality.",1,0,1,25
49,31037164,[Vomiting associated with weight stagnation and convulsions: urea cycle disorder should be suspected].,"In some inherited metabolic diseases, in particular in urea cycle disorders, which are usually diagnosed in neonatal period or in childhood, vomiting is often the first symptom. We report a case of late revelation of urea cycle disorder in a 13 years old female patient hospitalized for convulsions and failure to thrive. The patient underwent an interview revealing chronic vomiting associated with behavioral disorders, ideomotor slowdown and headaches. Clinical examination showed ataxia. Lumbar puncture and head CT scan were normal. The patient had substantially elevated blood ammonia level at 75 micromoles/L (11-50). Chromatography of amino acids in the blood showed increased glutamine and alanine. Chromatography of amino acids in the urine showed increased basic amino acids evoking a deficit of the urea cycle due to deficit of the enzyme argininosuccinate lyase. The patient was treated as an emergency, exclusively with glycolipid-diet and sodium benzoate, allowing improvement of patient's clinical condition and weight resumption. The seizures were controlled by phenobarbital. Family interview revealed that patient's sister, aged 20 years, had a 3-year history of seizures treated with phenobarbital. She underwent metabolic assessment in our department, which showed the same urea cycle abnormality as hes sister. Urea cycle deficiency should be suspected in patients of any age with encephalopathy associated with epilepsy, vomiting, weight stagnation and hyperammonemia. The diagnosis is very often made during severe neurodigestive attack involving vomiting, attack and/or seizures.",1,0,1,26
63,31447976,[Unusual intraurethral foreign body in a schizophrenic adolescent: about a case].,"Self- insertion of foreign body is a common practice for self-injure or erotic purpose in patients with chronic psychosis. The diagnosis is sometimes difficult if it is reported late or if the patient does not cooperate; hence the interest of complementary imaging assessment. Treatment was based on two steps: the extraction of the foreign body by endoscopy or open surgery and psychiatric treatment of the mental illness. We report the uncommon case of a 16-year old schizophrenic adolescent who had introduced a needle into the urethra 2 years before. Diagnosis was based on retrograde and mictional uretrocystography. The needle was removed with endoscopy as well as with technical artifices, without using open surgery despite the length of time the incident had occurred. The patient underwent complementary psychiatric treatment.",1,0,1,27
20,30713516,Gender Differences Regarding the Impact of Math Anxiety on Arithmetic Performance in Second and Fourth Graders.,"The development of math skills is crucial for adequate functioning in academic and professional settings as well as in daily life. A factor that has been shown to negatively influence performance and acquisition of math skills is math anxiety. With the high prevalence of math anxiety in society and the long lasting effects on math performance, it is important to study the relation between math anxiety and math performance in young children. Since math anxiety is often more pronounced in women than in men, it is essential to take the effect of gender into account. While the effect of gender on the relation between math anxiety and math performance has been studied in adults and adolescents, less research has focused on children, especially children at young ages. To fill this gap, the current study examined how the relation between math anxiety and math performance differed between boys and girls in early elementary school years. Math anxiety and math performance was assessed in 124 second- and fourth-grade children (67 girls and 57 boys). Although boys and girls showed more or less equal levels of math anxiety and performed similarly at the arithmetic task, correlation analyses showed that only in girls, math anxiety significantly correlated with math performance. Analyses investigating if math anxiety moderated the effect of gender and grade on math performance revealed significant differences between boys and girls. Higher levels of math anxiety only significantly and negatively moderated math performance in girls, with the greatest effect observed in 2nd grade girls. These findings highlight the importance of taking gender differences into account when studying the effect of math anxiety. The results showed that math anxiety is already negatively linked to math performance in girls as early as second grade. The present findings emphasize the importance of the early identification and remediation of math anxiety in girls to prevent long lasting effects. Possible causes for the gender related differences will be discussed.",1,0,1,28
62,31447975,[Neonatal caecal perforation revealing congenital megacolon].,"Spontaneous intestinal perforations are rare in a full term new-born. We report the case of an infant born at 41 weeks' gestation who, three days after birth, had pneumoperitoneum revealing congenital megacolon. Surgical exploration showed diastatic perforation of the cecum associated with a disparity in rectosigmoid caliber. The patient underwent emergency caecostomy after peritoneal washing. Histological examination of the biopsy specimens confirmed the diagnosis of congenital megacolon. The postoperative course was simple and radical treatment was performed six months later.",1,0,1,29
34,30815402,Impaired nonverbal working memory in high-functioning autism spectrum disorder.,"Background: Past studies have documented working memory impairment in participants with high-functioning Autism Spectrum Disorders (IQ>70), but inconsistent findings have been reported. One possibility is the existence of verbal responses in the evaluation of working memory performance. The aim of the current study is to examine the working memory performance and its correlation with a prominent deficit in participants with high-functioning Autism Spectrum Disorders by non-verbal working memory tasks compared with typically developing samples. Methods: The current study is a cross-sectional, comparative study. The working memory performance of the 30 participants with high-functioning Autism Spectrum Disorders (7-16 years) and 30 typically developing was compared by working memory subtests of the Leiter International Performance Scale-Revised in Tehran, Iran. Two groups were matched for age and gender. ANOVA, ANCOVA, repeated measures ANOVA and Pearson's correlation coefficient were used to analyze the data statistically. The significance value was set at p<0.05. Results: The results showed that if the effect of FSIQ (full-scale intelligence quotient) were controlled individuals with highfunctioning Autism Spectrum Disorders exhibited significant impairment in the Reverse Memory subtest (p=0.001). Also, unpredictably Forward Memory (r=0.38, p=0.03) and Reverse Memory tasks (r=0.38, p=0.03) displayed a significant positive correlation with the Social interaction subscale of the Gilliam Autism Rating Scale (Second Edition). Conclusion: It seems that nonverbal working memory is impaired in persons with high-functioning Autism Spectrum Disorders. Results of the current study revealed that factors like complexity and cognitive load of tasks may influence working memory performance in individuals with high-functioning Autism Spectrum Disorders.",1,0,1,30
47,31011394,[Pycnodysostosis: about a case].,"Pycnodysostosis is a very rare genetic disease of the bone characterized by osteocondensation associated with dysmorphic syndrome and growth retardation. This study aims to highlight the phenotypic abnormalities, the radiological signs, the therapeutic and evolutionary features of pycnodysostosis in a 11-year old child. The child was referred by his dentist for clinical evaluation. He was born to first-degree consanguineous parents and had recurrent spontaneous fractures since the age of 3 years. Clinical examination showed dysmorphic syndrome characterized by frontal hump, persistent anterior fontanelle, micrognathia, finger deformities, dental malposition, curved nails, asymmetric chest, lumbar spine scoliosis with severe growth retardation (-4DS). Skeletal X-rays showed bony densification of the skull base, persistent anterior fontanelle, dental malposition, diaphysometaphyseal densification of the long bones mainly at the level of the lower limbs with malunions and tapered phalanges of the hands. Bone densitometry was normal. The diagnosis of pycnodysostosis was retained based on the clinical and radiological signs. Genetic counselling was proposed to the family as well as dental and orthopaedic treatment. Pycnodysostosis is a rare disorder; diagnosis is sometimes difficult and delayed posing diagnostic problem due to its resemblance with osteoporosis. Treatment is essentially based on fractures and dental caries prevention.",1,0,1,31
45,30918557,[Varicella is not always benign].,"Varicella is a rash illness caused by the varicella-zoster virus. It mainly affects children with usually a benign outcome. However, several complications of variable severity can be observed including bacterial infectious complications and neurological complications. We report two cases of complicated varicella. Case 1: 5 month old baby with no previous pathological history presenting with a rash composed of vesicles and pustules lasting for six days. Symptoms worsened the day before his admission to our Department due to respiratory distress. Case 2: 7-Year old girl admitted to our Department due to simple convulsion. Clinical examination showed generalized varicella scars and cerebellar ataxia. Although varicella is a common, in most cases benign viral disease, several studies have recently reported a recrudescence of complications, which appear to be responsible for 0.2-1.5% of the causes of hospitalization in children with varicella.",1,0,1,32
42,30886955,A phase II trial protocol of Tocilizumab in anti-TNF refractory patients with JIA-associated uveitis (the APTITUDE trial).,"Juvenile idiopathic arthritis (JIA) is the most common rheumatic disease in children. Children with JIA are at risk of intraocular inflammation (uveitis). In the initial stages of mild-moderate inflammation uveitis is asymptomatic. Most children with mild-moderate uveitis are managed on topical steroid drops with or without systemic methotrexate (MTX). When children with moderate-severe uveitis are refractory to MTX, monoclonal anti-tumour necrosis factor agents have been trialled, interim analysis data showed positive results. However, several children with severe recalcitrant disease or non-responsive to anti-tumour necrosis factor agents remain and are at greater risk of significant ocular complications and visual loss. Further evidence of alternative therapies is needed with evidence of a potential role of anti-interleukin-6 agents in the management of severe refractory uveitis. The trial will be conducted following a two-stage Simon design. The trial will register at least 22 patients aged 2 to 18 years with active JIA-associated uveitis, who have taken MTX for at least 12 weeks and have failed an anti-TNF agent. It will take place in 7 centres across the UK. All participants will be treated for 6 months, with follow up of 9 months from registration. Participants will receive a stable dose of MTX and those weighing ≥30 kg will be dosed with 162 mg of Tocilizumab every 2 weeks and participants weighing < 30 kg dosed with 162 mg of Tocilizumab every 3 weeks. Primary outcome is treatment response at 12 weeks. Adverse events will be collected up to 30 calendar days following treatment cessation. This is a novel adaptive design study of subcutaneous IL-6 inhibition in anti-TNF refractory JIA associated uveitis which will be able to determine if further research should be conducted. This is the first trial to look at ophthalmology outcomes in the efficacy of Tocilizumab in uveitis.This is the first paediatric clinical trial to assess the clinical effectiveness and safety of tocilizumab with MTX in JIA associated uveitis. The Trial is registered on the ISRCTN registry (ISRCTN95363507) on the 10/06/2015 and EU Clinical Trials Register on the 03/07/2015 (EudraCT Number: 2015-001323-23).",1,0,1,33
44,30918546,[M'khinza-related intoxication: about two observations].,"Dysphania ambrosioides or anserine, known in Morocco as M'Khinza, is a plant belonging to family Chenopodiaceae. In Morocco, it is used for its therapeutic properties including, in particular, antipyretic properties. However, it can be toxic if it is incorrectly calibrated. We report two cases of poisoning whose data were collected in the Pediatric Emergency Department in Rabat. The study involved a 5-month old infant and a 10 year old girl with, respectively, toxic encephalopathy and severe dehydration associated with acute gastroenteritis after the ingestion of undetermined doses of infusion of this plant used as antipyretic. They both died in less than 12 hours. This study highlights the importance of considering M'Khinza-induced neurotoxicity and enterotoxicity in order to reach a correct diagnosis, the role of information and the need to fight against harmful consumption. Research on traditional pharmacopoeia should be encouraged in order to identify the therapeutic properties and to formalize, streamline and codify prescriptions.",1,0,1,34
37,30828645,Functional antibodies against Plasmodium falciparum sporozoites are associated with a longer time to qPCR-detected infection among schoolchildren in Burkina Faso.,"Background: Individuals living in malaria-endemic regions develop immunity against severe malaria, but it is unclear whether immunity against pre-erythrocytic stages that blocks initiation of blood-stage infection after parasite inoculation develops following continuous natural exposure. Methods: We cleared schoolchildren living in an area (health district of Saponé, Burkina Faso) with highly endemic seasonal malaria of possible sub-patent infections and examined them weekly for incident infections by nested PCR. Plasma samples collected at enrolment were used to quantify antibodies to the pre-eryhrocytic-stage antigens circumsporozoite protein (CSP) and Liver stage antigen 1 (LSA-1). In vitro sporozoite gliding inhibition and hepatocyte invasion inhibition by naturally acquired antibodies were assessed using Plasmodium falciparum NF54 sporozoites. Associations between antibody responses, functional pre-erythrocytic immunity phenotypes and time to infection detected by 18S quantitative PCR were studied. Results: A total of 51 children were monitored. Anti-CSP antibody titres showed a positive association with sporozoite gliding motility inhibition (P<0.0001, Spearman's ρ=0.76). In vitro hepatocyte invasion was inhibited by naturally acquired antibodies (median inhibition, 19.4% [IQR 15.2-40.9%]), and there were positive correlations between invasion inhibition and gliding inhibition (P=0.005, Spearman's ρ=0.67) and between invasion inhibition and CSP-specific antibodies (P=0.002, Spearman's ρ=0.76). Survival analysis indicated longer time to infection in individuals displaying higher-than-median sporozoite gliding inhibition activity (P=0.01), although this association became non-significant after adjustment for blood-stage immunity (P = 0.06). Conclusions: In summary, functional antibodies against the pre-erythrocytic stages of malaria infection are acquired in children who are repeatedly exposed to Plasmodium parasites. This immune response does not prevent them from becoming infected during a malaria transmission season, but might delay the appearance of blood stage parasitaemia. Our approach could not fully separate the effects of pre-erythrocytic-specific and blood-stage-specific antibody-mediated immune responses in vivo; epidemiological studies powered and designed to address this important question should become a research priority.",1,0,1,35
15,30693027,Is a Combination of a GnRH Agonist and Recombinant Growth Hormone an Effective Treatment to Increase the Final Adult Height of Girls with Precocious or Early Puberty?,"The aim of treatment for idiopathic central precocious puberty (ICPP) is to increase final adult stature, for which gonadotropin-releasing hormone agonist (GnRHa) is the gold standard. Early puberty is frequently similar to ICPP, with pubertal onset only slightly advanced. Short stature may result from early pubertal onset. Some studies have suggested that recombinant human growth hormone (rhGH) should be combined with a GnRHa to improve adult height, while others have not. Here, the aim was to compare the efficacy of combined GnRHa and rhGH treatment with GnRHa or rhGH treatment alone, or no therapy, for the improvement of the final height of girls with ICPP or early puberty. Electronic databases of randomized and quasi-randomized controlled trials, in which the efficacy of GnRHa preparations was compared with that of rhGH for the treatment of children with precocious or early puberty, were searched and a meta-analysis conducted. Five studies of early puberty and four studies of ICPP were identified. There were no statistically significant differences between final adult height standard deviation score and initial height standard deviation score in the treatment of early puberty (GnRHa and rhGH versus rhGH alone or no treatment). The overall analysis of the data failed to indicate any benefit of combined therapy, while individual reports suggested that in specific instances combined therapy may be beneficial in preserving or reclaiming growth potential and improving adult height.",1,0,1,36
27,30772970,[The role of food in prevention and correction of iodine deficiency in the endemic territory].,"Iodine supply remains the global problem due to the wide prevalence and a wide range of clinical manifestations in all age groups of population. However, iodine deficiency is a nutritional deficiency and the solution of this problem lies in the organization of rational nutrition of the population. The purpose of this study was to examine the food features of the population of the mild iodine-deficient region from the standpoint of adequacy of iodine sufficiency. The analysis of nutrition of the population of Tyumen Region in 2005 and 2016 was carried out according to official statistics of Tyumenstat; results of sanitary-hygienic and biomedical monitoring for the period from 1994 to 2016. A sociological study was conducted on a representative nested sample using the questionnaire method. The study involved schoolchildren (n=744) and their parents (n=677), students and full-time students (n=623). Probabilistic was sampling and nesting. Statistical sampling error does not exceed 4%. Analysis of the level of food consumption by residents of the Tyumen region over the period from 2005 to 2016 showed an increase in consumption per capita of fish and fish products (from 23.8 kg in 2005 to 33.1 kg in 2016 at recommended level of 22 kg). At the same time, a sociological study showed that only 1-4% of the population consumed iodine-rich products daily and only 53% of respondents regularly used iodized salt. The analysis of the results of biomedical monitoring over the 20-year period of the existence of preventive programs in the Tyumen region showed significant improvements in the situation in the region: median of ioduria increased significantly from 77 to 125 μg/l and the incidence of goiter in pre-pubertal children decreased from 85% in 1994 to 6.8% in 2016 (р=0,001); the incidence of neonatal hyperthyrotropinemia significantly decreased from 44.3% in 1994 to 3.9% in 2017 (р=0,001). However, most indicators did not reach the target values recommended for iodine-rich region, which indicated the insufficient effectiveness of the existing voluntary prevention system. The solution of this problem is using of iodine-enriched foods of mass consumption, such as bread and bakery products.",1,0,1,37
19,30713408,Partners in School: An Innovative Parent-Teacher Consultation Model for Children with Autism Spectrum Disorder.,"Little research examines the best ways to improve communication between parents and teachers of children with Autism Spectrum Disorder (ASD) and its effect on child outcomes. The present study tests an innovative parent-teacher consultation model, entitled Partners in School. The goal of Partners in School is to improve parent-teacher communication aboutevidence-based practices (EBPs), and subsequently, outcomes for children with ASD. Participants were 26 teachers and 49 parents of children with ASD from a large urban public school district. Parents and teachers completed measures of their communication and child outcomes prior to and after receiving consultation through Partners in School. Results indicated that parents and teachers perceived improvements in child outcomes after participation inPartners in School. Changes in parent-teacher communication also were associated with changes in some child outcomes. Discussionhighlights the important role of communication inconsultations targeting family-school partnerships for children with ASD.",0,1,1,38
1,30671257,Optical Coherence Tomography-Guided Transepithelial Phototherapeutic Keratectomy for Central Corneal Opacity in the Pediatric Population.,"To report the outcomes of optical coherence tomography- (OCT-) guided transepithelial phototherapeutic keratectomy (PTK) for central corneal opacity in the pediatric population. The charts of 10 eyes of 8 children aged 9 to 17 with central corneal opacity from various pathologies who underwent a standardized OCT-guided transepithelial PTK technique at a single private practice institution were retrospectively reviewed. The corneal topographic findings, OCT measurements, and visual results with refractive outcomes were analyzed 6 months after the PTK treatment. All 10 eyes tolerated the procedure well without any significant intraoperative or postoperative complications. Uncorrected and best spectacle-corrected visual acuity (BSCVA) significantly improved postoperatively (p < 0.0001 and p=0.0045, respectively). The absolute value of spherical equivalent on cycloplegic refraction significantly improved postoperatively as well (p=0.0014), but there were no significant changes in topographic measurements. Seven out of the 10 eyes had complete resolution of the central corneal opacity on OCT imaging. None of the subjects lost any lines of BSCVA and developed recurrence of the corneal opacity from the primary disease condition or required keratoplasty during the follow-up period. OCT-guided transepithelial PTK can provide excellent visual outcomes in pediatric patients with central corneal opacities.",1,0,1,39
26,30768657,Improving pediatric emergency department physicians' adherence to clinical practice guidelines on the diagnosis and management of group A beta-hemolytic streptococcal pharyngitis-a cross-sectional study.,"Pharyngitis is one of the major and commonly seen presentations in pediatric emergency departments. While it could be caused by both bacterial and viral pathogens, antibiotics are improperly prescribed regardless of the pathogen. Inappropriate usage of antibiotics has risen the concern of microbial resistance and the need for stricter guidelines. Many guidelines have been validated for this reason, and the Centor score (Modified/McIsaac) is most commonly implemented. This study aims to assess the adherence and enumerate the reasons behind the suboptimal adherence to guidelines (Centor/McIsaac score) of pediatric emergency department physicians in the diagnosis and management of GABHS pharyngitis to lay the groundwork for future actions and to employ educational programs and implement local guidelines for the prevention of the development of multi-drug resistant microorganisms. We surveyed pediatric emergency department physicians of ten teaching hospitals of Riyadh, Saudi Arabia. We used convenient sampling and estimated a sample size of 170 physicians, and interns and medical centers without pediatric emergency department were excluded from the study. Elements of the Centor score (Modified/McIsaac) were used as a part of the assessment of physicians' knowledge of the guidelines. Adherence was assessed by requiring the participants to answer questions regarding their usage of diagnostic means when they suspect a bacterial cause of pharyngitis, as recommended by the guidelines. A total of 243 physicians answered the questionnaire, 43 consultants (17.6%) and 200 non-consultants (82.4%). On the knowledge score, 9.1% scored 0, and the majority of both groups, 46.5%, earned a score of 1. The remainder 44.4%, earned a score of 2. Adherence to guidelines was defined as when diagnostic tests (throat culture or rapid antigen detection test) were always requested prior to prescribing antibiotics when acute bacterial pharyngitis was suspected. Only 27.3% (n = 67) of our sample are adherent to guidelines, whereas the majority, 72.7% (n = 175), are non-adherent. Several factors were assessed as reasons for lack of adherence. Lack of knowledge and adherence to guidelines is prevalent in our setting, with awareness, knowledge, and behavior of physicians playing as major factors behind this low adherence. Studies should aim towards the assessment of adherence towards locally developed guidelines.",0,1,1,40
30,30815080,Characterizing the Utilization of the Problem List for Pediatric Trauma Care.,"The EHR problem list has the potential to support care coordination among the multidisciplinary care team that cares for pediatric trauma patients. To realize this potential, the need exists to ensure appropriate utilization by formulating acceptable usage and management policy. In this regard, understanding the prevailing utilization pattern is pivotal. To this end, we analyzed EHR in tandem with trauma registry data at a Level I pediatric trauma center. Almost all (97.8%) of the actions executed on the problem list were addition of items. Among the 517 patient encounters in the cohort, 263 (48.9%) encounters involving sicker patients had at least one problem list item added, mostly within the first 4 hours of arrival, while in the emergency department, and by providers in the service of record. This represents a foundation to build upon. Subsequent research will explore completeness, accuracy, and the impact of the utilization on patient outcomes.",1,0,1,41
31,30815106,Leveraging Horizontal Density Differences between Ontologies to Identify Missing Child Concepts: A Proof of Concept.,"Previously, we investigated pairs of ontologies with local similarities where corresponding is-a paths are of different lengths. This indicated the possibility of importing concepts from one ontology into the other. We referred to such structures as diamonds of concepts. In this paper, we address the question whether pairs of identical concepts in pairs of ontologies have the same children in both. Separate reviews of SNOMED CT and NCIt relative to eight other ontologies uncovered differences in child sets. We provide quantitative data concerning these differences. In cases where there are many identical children in two ontologies, the questions arise why one has more children and whether these children are missing in the other ontology. We performed randomized controlled trials in which a human expert evaluated the fit for import of such potentially missing child concepts. In two out of four studies, statistical significance was achieved in support of algorithmic import.",0,1,0,42
43,30895255,Intention of having a second child among infertile and fertile women attending outpatient gynecology clinics in three major cities in China: a cross-sectional study.,"What is the intention to have a second child among women attending outpatient gynecology clinics in three major cities in China? In total, 69.3% of the participants expressed the intention to have a second child and this was related to infertility status, pronatalist attitudes, and sociodemographic factors. In 2016, the new universal two-child policy was introduced in China enabling all Chinese couples to have a second child. A government-led national survey revealed that the majority of women included under the policy would be 35 years old and older and thus would be at higher risk of infertility. Previous studies found that fertility intention differs by infertility status. A cross-sectional survey was performed to examine the intention of having a second child and its associated factors among infertile and fertile women attending gynecology outpatient clinics in three major cities in China. Clinical nurses approached eligible women in person while waiting for their consultations. Recruitment and data collection were conducted from April to August 2016. The survey involved four gynecology outpatient clinics in Beijing, Shenzhen, and Hohhot. Married women aged 20-45 years who were seeking outpatient gynecology care for non-malignant problems were invited to participate. Data from 974 women were included in the analysis. A total of 69.3% of the women expressed the intention to have a second child, and infertile women were more likely to want a second child compared to fertile women (76.6% vs 61.9%, respectively; P < 0.001). Greater ideal parity facilitated the intention for a second child in both groups, while pronatalist attitudes (meaning that they preferred to have their first childbirth at a younger age and attached greater significance to traditional childbearing beliefs), unexplained infertility, presence of a living child and religious affiliation were associated with greater intention among infertile women. In contrast, in the fertile group, older age, full-time work and lower confidence in achieving parity goals diminished the intention for a second child. Although infertile women displayed greater agreement with pronatalist attitudes and desired a higher ideal parity, they had less confidence in achieving their parity goals than their fertile counterparts. In addition to self-report and self-selection bias, our participants were recruited from urbanized areas and were more educated than the general population. Owing to the extremely busy environment in the clinics, difficulties were encountered in keeping track of the number of women whom the nurses approached, and the response rate was therefore unavailable. With the introduction of the universal two-child policy, there is a need to enhance fertility awareness and to encourage reproductive life planning, as well as to lower the cost of childcare, in order to increase the birth rate in China. Effort is required to make childbearing more compatible with current employment, career and educational development, the burdens of family care (e.g. for elderly parents), social environments and cultural expectations. This is particularly relevant for families who already have a child, as our findings show that their hesitation toward a second child was largely related to difficulties with extra childcare within the woman's current work and family life. This study did not receive any funding. The authors declared no competing interests. Not applicable.",0,1,0,43
65,31516434,An evaluation of school-based e-cigarette control policies' impact on the use of vaping products.,"Electronic cigarette (e-cigarette) use among youth is common, and so efforts to regulate its use and availability are continually being made. The school environment represents an important domain for advancing health policy among youth populations. This study examines the impact of school-based e-cigarette control policies on student e-cigarette use in the context of a natural experiment. Using three years of longitudinal student and school level data (2013/2014 to 2015/2016), from a sample of 69 secondary schools in Ontario, Canada, a generalized estimating equation approach examined the impact of school-based e-cigarette control policy changes on the prevalence of youth e-cigarette use. The main outcome of interest was current e-cigarette use, while covariates included age, gender, ethnicity, and amount of spending money in dollars per week the student has. Tests of proportion (t-tests) were used to examine whether there were any significant differences in the changes for each intervention school relative to the sample of schools that report no changes in school-level e-cigarette control policies. Estimates from the generalized estimating equation approach suggest that students had lower odds of using e-cigarettes in schools where an e-cigarette control policy was implemented. That is, the e-cigarette control policy decreased the adjusted odds of being an e-cigarette user (OR=0.68; 95% CI: 0.48-0.97). Examining school-specific impact, at four of six schools that had an e-cigarette control policy, the ban on the use of e-cigarettes may have lowered the prevalence of e-cigarette use. This is the first study to use longitudinal data to study school-level e-cigarette use and the impact of e-cigarette control policy. These results provide new evidence that school-level policies banning the use of e-cigarettes on school property may be effective in reducing e-cigarette use (or preventing it) in their current form, as seen in this natural experiment.",1,0,0,44
