pmid	included_c	included_w
30698539	NA	NA
30698540	NA	NA
30698541	NA	NA
30698542	NA	NA
30698543	NA	NA
30698544	NA	NA
30698545	NA	NA
30698546	NA	NA
30698547	NA	0
30698548	NA	NA
30698549	NA	NA
30698550	NA	NA
30698551	NA	NA
30698552	NA	NA
30698553	NA	NA
30698554	NA	NA
30698555	NA	NA
30698556	NA	NA
30698557	NA	NA
30698558	NA	NA
30698559	NA	NA
30698560	NA	NA
30698561	NA	NA
30698562	NA	NA
30698563	NA	NA
30698564	NA	NA
30698565	NA	NA
30698566	NA	NA
30698567	NA	NA
30698568	NA	NA
30698569	NA	NA
30698570	NA	NA
30698571	NA	NA
30699002	NA	NA
30699411	NA	0
30700179	NA	NA
30700180	NA	NA
30700973	NA	NA
30700974	NA	NA
30700975	NA	NA
30700976	NA	NA
30700977	NA	NA
30700978	NA	NA
30700979	NA	NA
30700980	NA	NA
30700981	NA	NA
30700982	NA	NA
30700983	NA	NA
30700984	NA	NA
30700985	NA	NA
30700986	NA	NA
30700987	NA	NA
30700988	NA	NA
30700989	NA	NA
30700990	NA	NA
30700993	NA	NA
30701108	NA	NA
30701129	NA	NA
30701169	NA	NA
30701170	NA	NA
30701171	NA	NA
30701172	NA	NA
30701174	NA	NA
30701175	NA	NA
30701179	NA	NA
30701182	NA	0
30701183	NA	NA
30701185	NA	NA
30701197	NA	0
30701208	NA	NA
30701209	NA	NA
30701215	NA	NA
30701218	NA	NA
30701264	NA	NA
30702221	NA	NA
30702222	0	NA
30702223	NA	NA
30702224	NA	NA
30702225	NA	NA
30702226	NA	NA
30702227	NA	NA
30702228	NA	NA
30702229	NA	NA
30702230	NA	NA
30702231	NA	NA
30702232	NA	NA
30702233	NA	NA
30702368	NA	NA
30702369	NA	NA
30702377	NA	NA
30702378	NA	NA
30702379	NA	NA
30702381	NA	NA
30703766	NA	NA
30703768	NA	NA
30703857	NA	NA
30703858	NA	NA
30704296	NA	NA
30705465	NA	NA
30705610	NA	NA
30705615	NA	NA
30705616	0	1
30705617	NA	NA
30705618	NA	NA
30705619	NA	NA
30705620	NA	NA
30705621	NA	NA
30705622	NA	NA
30705623	NA	NA
30705625	NA	NA
30705627	NA	0
30705628	NA	NA
30705629	NA	NA
30705630	NA	NA
30705631	NA	NA
30705632	NA	NA
30705633	NA	NA
30705634	1	1
30705635	NA	NA
30705636	NA	NA
30705637	NA	NA
30705638	NA	NA
30705639	NA	NA
30705640	NA	NA
30705641	NA	NA
30705642	NA	NA
30705643	NA	NA
30705644	NA	NA
30705645	NA	NA
30705647	NA	NA
30705649	NA	NA
30705650	NA	NA
30705651	NA	0
30705652	NA	NA
30705653	NA	NA
30705654	NA	NA
30705655	NA	NA
30705656	NA	NA
30705657	NA	NA
30705660	NA	NA
30705661	NA	NA
30705662	0	NA
30705663	NA	NA
30705664	NA	NA
30705665	NA	NA
30705666	0	NA
30705667	NA	NA
30705668	NA	NA
30705670	NA	NA
30705671	NA	NA
30705672	NA	NA
30705673	NA	NA
30705674	NA	NA
30705675	NA	NA
30705676	NA	NA
30705677	NA	NA
30705678	NA	NA
30705679	NA	NA
30705680	NA	NA
30705681	NA	NA
30705682	NA	NA
30705683	NA	NA
30705684	NA	NA
30705685	NA	NA
30705686	NA	NA
30705749	NA	NA
30705750	NA	NA
30705751	NA	NA
30705752	NA	NA
30705874	NA	NA
30705875	NA	NA
30705876	NA	NA
30705877	NA	NA
30705878	NA	NA
30705879	NA	NA
30705880	NA	NA
30705881	NA	NA
30705883	NA	NA
30705884	NA	NA
30705885	NA	NA
30705887	NA	NA
30705888	NA	NA
30705968	NA	NA
30705971	NA	NA
30706031	NA	NA
30706044	NA	NA
30706053	NA	NA
30706054	NA	NA
30706055	NA	NA
30706056	NA	NA
30706747	NA	NA
30706779	NA	NA
30706800	0	NA
30706802	NA	NA
30706803	NA	NA
30706804	NA	NA
30706805	NA	NA
30706806	NA	NA
30706819	NA	NA
30706820	NA	NA
30706821	NA	NA
30706830	NA	NA
30707003	NA	NA
30709328	NA	NA
30709329	NA	NA
30710470	NA	NA
30710471	1	1
30711054	NA	NA
30712333	NA	NA
30713192	NA	NA
30713193	NA	NA
30713194	NA	NA
30713408	NA	NA
30713420	NA	NA
30713421	NA	NA
30713422	NA	NA
30713423	NA	NA
30713424	NA	NA
30713425	NA	NA
30713426	NA	NA
30713427	NA	NA
30713470	NA	NA
30713472	NA	NA
30713473	NA	NA
30713476	NA	NA
30713477	1	1
30713479	NA	NA
30713483	NA	NA
30713487	NA	NA
30713488	0	NA
30713489	NA	NA
30713490	NA	NA
30713492	NA	NA
30713493	NA	NA
30713494	NA	NA
30713495	NA	NA
30713496	NA	NA
30713497	NA	0
30713498	NA	NA
30713500	NA	NA
30713501	1	1
30713502	NA	NA
30713504	NA	NA
30713505	NA	NA
30713506	NA	NA
30713507	0	0
30713508	0	NA
30713509	NA	NA
30713510	NA	NA
30713511	NA	NA
30713514	NA	NA
30713515	NA	NA
30713516	NA	NA
30713517	NA	NA
30713518	NA	NA
30713519	NA	NA
30713520	NA	NA
30713521	NA	NA
30713522	NA	NA
30713523	NA	NA
30713524	NA	NA
30713526	NA	NA
30713527	NA	NA
30713528	NA	NA
30713529	NA	NA
30713530	NA	NA
30713531	NA	NA
30713535	NA	NA
30713536	NA	NA
30713537	NA	NA
30713538	NA	NA
30713539	NA	NA
30713542	NA	NA
30713543	NA	NA
30713544	NA	NA
30713545	NA	NA
30713546	NA	NA
30713548	NA	NA
30713549	NA	NA
30713550	NA	NA
30713551	NA	NA
30713552	NA	NA
30713714	NA	NA
30713715	NA	0
30713824	NA	NA
30713825	NA	NA
30713826	NA	NA
30713832	NA	NA
30713837	NA	NA
30713838	NA	NA
30713839	NA	0
30713840	NA	NA
30713841	NA	NA
30713842	NA	NA
30713843	NA	NA
30713844	NA	NA
30713845	NA	NA
30713846	NA	NA
30714024	NA	NA
30714046	0	NA
30714388	NA	NA
30714521	NA	NA
30714528	NA	NA
30714579	NA	NA
30714580	0	NA
30714851	NA	NA
30714984	NA	NA
30714985	NA	NA
30715931	NA	NA
30715932	NA	NA
30715933	NA	NA
30715934	NA	NA
30715950	NA	NA
30715951	NA	NA
30715952	NA	NA
30715953	NA	NA
30716731	NA	NA
30716733	NA	NA
30716735	NA	NA
30716738	NA	NA
30718267	NA	NA
30718937	NA	NA
30718938	NA	NA
30718981	0	NA
30718982	NA	NA
30718983	NA	NA
30718997	NA	0
30718998	NA	NA
30718999	NA	NA
30719001	NA	NA
30719002	NA	NA
30719003	NA	NA
30719004	NA	NA
30719005	NA	NA
30719006	NA	NA
30719007	NA	NA
30719008	NA	NA
30719009	0	NA
30719010	NA	NA
30719011	NA	NA
30719013	NA	NA
30719014	NA	NA
30719015	NA	NA
30719016	NA	NA
30719017	NA	NA
30719018	NA	NA
30719019	NA	NA
30719020	NA	NA
30719021	NA	NA
30719023	NA	NA
30719024	NA	NA
30719025	NA	NA
30719026	NA	NA
30719027	NA	NA
30719028	NA	NA
30719029	NA	NA
30719030	NA	NA
30719031	NA	NA
30719032	NA	NA
30719033	NA	NA
30719035	NA	NA
30719269	0	NA
30719270	NA	NA
30719271	NA	NA
30719422	NA	NA
30719423	NA	NA
30719424	NA	0
30719426	NA	NA
30719430	NA	NA
30719431	NA	NA
30719433	NA	NA
30719435	NA	NA
30719437	0	NA
30719943	NA	NA
30720249	NA	NA
30720952	NA	0
30720953	NA	NA
30720954	NA	NA
30720955	NA	NA
30720956	NA	NA
30720957	NA	NA
30720958	NA	NA
30720959	NA	NA
30720960	NA	NA
30720961	NA	NA
30720962	NA	NA
30720963	NA	NA
30720968	NA	NA
30720969	NA	NA
30721173	NA	NA
30721174	NA	NA
30721175	NA	NA
30721176	NA	NA
30721177	NA	NA
30721178	NA	NA
30721179	NA	NA
30721180	NA	NA
30721181	NA	NA
30721182	NA	0
30721183	NA	NA
30721184	NA	NA
30721185	NA	NA
30721186	NA	NA
30721187	NA	NA
30721188	NA	NA
30721189	NA	NA
30721190	NA	NA
30721191	NA	NA
30721192	NA	NA
30721193	NA	NA
30721194	NA	NA
30721195	NA	NA
30721196	NA	0
30721197	NA	NA
30721198	NA	NA
30721199	NA	NA
30721200	NA	NA
30721201	NA	NA
30721202	NA	NA
30721203	NA	NA
30721204	NA	NA
30721205	NA	NA
30721206	NA	NA
30721207	NA	NA
30721208	NA	NA
30721209	NA	NA
30721210	0	NA
30721211	NA	NA
30721212	NA	NA
30721213	NA	NA
30721214	NA	NA
30721215	NA	NA
30721216	NA	NA
30721217	NA	NA
30721218	NA	NA
30721219	NA	NA
30721220	NA	NA
30721221	NA	NA
30721222	NA	NA
30721223	NA	NA
30721224	NA	NA
30723391	NA	NA
30723392	NA	NA
30723393	NA	NA
30723397	NA	NA
30723399	NA	NA
30723401	NA	NA
30723402	NA	NA
30723410	NA	NA
30723412	NA	NA
30723413	NA	NA
30723418	NA	NA
30723419	NA	NA
30723421	NA	NA
30723422	NA	NA
30723423	NA	NA
30723424	NA	0
30723428	NA	NA
30723429	NA	NA
30723430	NA	NA
30723431	NA	NA
30723432	NA	NA
30723433	NA	NA
30723443	NA	NA
30723444	NA	NA
30723445	NA	NA
30723446	NA	NA
30723453	NA	NA
30723454	NA	0
30723455	NA	NA
30723456	NA	NA
30723458	NA	NA
30723463	NA	NA
30723464	NA	NA
30723465	NA	NA
30723475	NA	NA
30723476	NA	NA
30723477	NA	NA
30723478	NA	NA
30723479	NA	NA
30723480	NA	NA
30723481	NA	NA
30723486	NA	NA
30723487	NA	NA
30723488	NA	NA
30723492	NA	NA
30723493	NA	NA
30723494	NA	NA
30723495	NA	NA
30723503	NA	NA
30723505	NA	NA
30723695	NA	NA
30723696	0	NA
30723697	NA	NA
30723709	NA	NA
30723710	NA	NA
30723711	0	NA
30723712	NA	NA
30723714	NA	NA
30723717	0	0
30723718	NA	NA
30723719	NA	NA
30723720	NA	NA
30723721	NA	NA
30723722	NA	NA
30723723	NA	NA
30724043	NA	NA
30724044	NA	NA
30724045	NA	NA
30724046	NA	NA
30724047	NA	NA
30724048	NA	0
30724049	NA	NA
30724050	NA	NA
30724137	NA	NA
30724157	NA	NA
30724158	NA	NA
30724159	NA	NA
30724160	NA	NA
30724161	NA	NA
30724627	NA	NA
30724992	NA	NA
30724993	NA	NA
30724994	NA	NA
30724995	NA	NA
30724996	NA	NA
30724997	0	NA
30724998	0	NA
30724999	NA	NA
30725000	NA	NA
30725002	NA	NA
30725003	0	NA
30725004	NA	NA
30725005	NA	NA
30725006	NA	NA
30725007	NA	NA
30725008	NA	NA
30725009	NA	NA
30725010	NA	NA
30725011	NA	NA
30725012	NA	NA
30725312	NA	NA
30726648	NA	NA
30726649	NA	NA
30726650	NA	NA
30726651	NA	NA
30726652	NA	NA
30726653	NA	NA
30726654	NA	NA
30726655	NA	0
30726656	NA	NA
30726657	NA	NA
30726658	NA	NA
30726662	NA	NA
30726663	NA	NA
30726664	NA	NA
30726837	NA	NA
30726843	NA	NA
30727702	NA	NA
30727703	0	NA
30727779	0	NA
30727868	1	1
30727869	NA	NA
30727870	NA	NA
30727871	NA	NA
30727872	NA	NA
30727873	NA	NA
30727874	NA	NA
30727875	NA	NA
30727876	NA	NA
30727877	NA	NA
30727878	NA	NA
30727879	NA	NA
30727892	NA	NA
30728759	NA	NA
30728760	NA	NA
30728768	NA	NA
30728771	NA	NA
30728772	NA	0
30728773	NA	NA
30728781	NA	NA
30728782	NA	NA
30728783	NA	NA
30728784	NA	NA
30728785	NA	NA
30728786	NA	NA
30728787	NA	NA
30728788	NA	NA
30728798	NA	NA
30728801	NA	0
30728802	NA	NA
30728803	NA	NA
30728804	NA	NA
30728807	NA	NA
30728815	NA	NA
30728816	NA	NA
30728817	NA	NA
30728818	NA	NA
30728820	NA	NA
30728821	NA	NA
30728823	NA	NA
30728824	NA	NA
30728825	NA	NA
30728826	NA	NA
30728827	NA	NA
30728828	NA	NA
30728829	NA	NA
30728830	NA	NA
30728831	NA	NA
30728832	NA	NA
30728850	NA	NA
30728948	NA	NA
30728949	NA	NA
30728950	0	NA
30728951	NA	NA
30728952	NA	NA
30729031	NA	NA
30729041	NA	0
30729046	NA	NA
30729101	NA	NA
30729102	NA	NA
30729104	NA	NA
30729109	NA	NA
30729110	NA	NA
30729117	NA	NA
30729758	NA	0
30731451	NA	NA
30731457	NA	NA
30731458	NA	NA
30731463	NA	NA
30731467	NA	NA
30733640	NA	NA
30733663	NA	NA
30733668	NA	NA
30733677	1	1
30733678	NA	NA
30733679	NA	NA
30733680	NA	NA
30733682	NA	NA
30733683	0	NA
30733684	NA	NA
30733685	NA	NA
30733686	NA	NA
30733687	NA	NA
30733688	NA	NA
30733689	NA	0
30733690	NA	NA
30733698	NA	NA
30733699	NA	NA
30733704	NA	NA
30733709	NA	NA
30733713	NA	0
30733714	NA	NA
30733722	NA	0
30733723	NA	NA
30733724	NA	NA
30733728	NA	NA
30733729	NA	NA
30733730	NA	NA
30733889	NA	0
30733890	NA	NA
30733939	NA	NA
30733941	NA	NA
30733997	NA	NA
30733998	NA	NA
30733999	NA	NA
30734030	NA	NA
30734611	NA	0
30734671	NA	NA
30734672	NA	NA
30734673	NA	NA
30734676	NA	NA
30734677	NA	NA
30734678	NA	NA
30735070	NA	NA
30735316	NA	NA
30735317	NA	NA
30735318	0	NA
30735319	NA	NA
30735320	NA	NA
30735321	NA	NA
30735322	NA	0
30735323	NA	NA
30735324	NA	NA
30735325	NA	NA
30735326	NA	NA
30735327	NA	NA
30735328	NA	NA
30737755	NA	NA
30737917	NA	NA
30737918	NA	NA
30737919	NA	NA
30737920	NA	NA
30737921	NA	NA
30737922	NA	NA
30737923	NA	NA
30737924	NA	NA
30737925	NA	NA
30737926	NA	NA
30737927	NA	NA
30737928	NA	NA
30737929	NA	NA
30737930	NA	NA
30737931	NA	NA
30737932	NA	0
30737933	NA	NA
30737934	NA	NA
30737935	NA	NA
30737936	NA	NA
30737937	NA	NA
30737938	NA	NA
30737939	NA	NA
30737940	NA	NA
30737941	NA	NA
30737942	0	NA
30737943	NA	NA
30737944	NA	NA
30737945	NA	NA
30737946	NA	NA
30737947	NA	NA
30737948	NA	NA
30737949	NA	NA
30737950	NA	NA
30737951	NA	NA
30737952	NA	NA
30737953	NA	NA
30738418	NA	NA
30738419	NA	NA
30738420	NA	NA
30738421	NA	0
30738422	NA	NA
30738423	NA	NA
30738424	NA	NA
30738425	NA	NA
30739102	NA	NA
30739109	NA	NA
30739117	NA	NA
30739528	NA	NA
30739891	NA	NA
30739893	NA	NA
30739894	NA	NA
30739895	NA	NA
30739896	NA	NA
30739897	NA	NA
30739898	NA	NA
30739899	NA	0
30739900	NA	NA
30739901	NA	NA
30739902	NA	NA
30739944	NA	NA
30739965	NA	NA
30739966	NA	NA
30739967	NA	NA
30739975	NA	NA
30739987	NA	NA
30740001	NA	NA
30740002	NA	NA
30740003	NA	NA
30740004	NA	NA
30740007	NA	NA
30740009	NA	NA
30740028	NA	NA
30740030	NA	NA
30740031	NA	NA
30740038	NA	NA
30740041	NA	NA
30740045	NA	NA
30740046	NA	0
30740047	NA	NA
30740054	NA	NA
30740055	NA	NA
30740056	NA	NA
30740060	NA	NA
30740061	1	1
30740062	NA	NA
30740063	NA	NA
30740065	NA	NA
30740066	NA	NA
30740067	NA	NA
30740068	NA	NA
30740079	NA	0
30740080	NA	NA
30740081	NA	NA
30740082	NA	NA
30740083	NA	NA
30740084	NA	NA
30740087	NA	NA
30740089	NA	NA
30740090	NA	NA
30740091	NA	NA
30740108	NA	NA
30740109	NA	NA
30740110	NA	NA
30740111	NA	NA
30740112	NA	NA
30740113	NA	NA
30740114	NA	NA
30740120	NA	NA
30740121	NA	NA
30740122	NA	NA
30740124	0	NA
30740125	NA	NA
30740126	NA	NA
30740127	NA	NA
30740140	NA	NA
30740189	NA	NA
30740190	NA	NA
30740192	NA	NA
30740280	NA	NA
30740286	NA	NA
30740389	NA	NA
30740390	NA	NA
30740391	NA	NA
30740392	NA	NA
30740393	NA	NA
30740395	NA	NA
30740519	NA	NA
30740521	NA	NA
30740527	NA	NA
30740531	NA	NA
30740534	NA	NA
30740535	NA	NA
30740583	NA	NA
30740584	NA	NA
30740590	NA	NA
30740595	NA	NA
30740940	NA	NA
30741045	NA	0
30741569	NA	NA
30741703	NA	NA
30745005	NA	NA
30745006	NA	NA
30745408	NA	NA
30745597	NA	NA
30745598	NA	NA
30745599	NA	NA
30745600	NA	NA
30745601	NA	NA
30745602	NA	NA
30745603	NA	NA
30745604	NA	NA
30745605	NA	NA
30745790	NA	NA
30745792	NA	NA
30745858	NA	NA
30745859	NA	NA
30745861	NA	NA
30745865	NA	0
30745868	NA	NA
30745873	NA	NA
30745874	NA	NA
30745883	NA	NA
30745884	NA	NA
30745885	NA	NA
30745890	NA	NA
30745891	NA	NA
30745894	1	1
30745899	NA	NA
30745906	NA	NA
30745908	NA	NA
30745909	NA	NA
30745910	NA	NA
30745999	NA	NA
30746027	NA	NA
30746034	NA	NA
30746281	NA	NA
30746282	NA	NA
30746283	NA	NA
30746285	NA	NA
30746358	NA	NA
30746359	NA	NA
30746365	NA	NA
30747047	NA	NA
30747059	NA	NA
30747064	NA	NA
30747069	NA	NA
30747071	NA	NA
30755044	NA	NA
30755096	NA	NA
30755097	NA	NA
30755098	NA	NA
30755099	NA	NA
30755100	NA	NA
30755139	NA	NA
30755332	NA	NA
30755788	NA	NA
30755789	NA	NA
30755790	NA	NA
30755972	NA	NA
30755973	NA	NA
30755974	NA	NA
30755975	NA	NA
30755976	NA	NA
30755977	NA	NA
30755978	NA	NA
30755979	NA	NA
30755980	NA	NA
30755981	NA	NA
30755982	NA	NA
30755983	NA	NA
30755984	NA	NA
30755985	NA	NA
30755986	NA	NA
30755987	NA	NA
30755988	NA	NA
30755989	NA	NA
30755990	NA	NA
30755991	NA	NA
30755992	NA	NA
30755993	NA	NA
30755994	NA	NA
30755995	NA	NA
30755996	NA	NA
30755997	NA	NA
30755998	NA	NA
30755999	NA	NA
30756000	NA	NA
30756001	NA	NA
30756002	NA	NA
30756003	NA	NA
30756004	NA	NA
30756005	NA	NA
30756006	NA	NA
30756007	NA	NA
30756008	NA	NA
30756009	NA	NA
30756010	NA	NA
30756011	NA	NA
30756012	NA	NA
30756013	NA	NA
30756014	NA	NA
30756015	NA	NA
30756016	NA	0
30756017	NA	NA
30756018	NA	NA
30756019	NA	0
30756020	NA	NA
30756021	NA	NA
30756022	NA	NA
30756023	NA	NA
30756024	NA	NA
30756025	NA	NA
30756026	NA	NA
30756027	NA	NA
30756028	NA	NA
30756029	NA	NA
30756030	NA	NA
30756031	NA	NA
30756032	NA	NA
30756033	NA	NA
30756034	NA	NA
30756035	NA	NA
30756036	NA	NA
30756037	NA	NA
30756038	NA	NA
30756039	0	0
30756040	NA	NA
30756041	NA	NA
30756042	NA	NA
30756043	NA	NA
30756044	NA	NA
30756045	NA	NA
30756046	NA	NA
30756047	NA	NA
30756048	NA	NA
30756049	NA	NA
30756050	NA	NA
30756051	NA	NA
30756052	NA	NA
30756053	NA	NA
30756054	NA	NA
30756055	NA	NA
30756056	NA	NA
30756057	NA	NA
30756058	NA	NA
30756059	NA	NA
30756060	NA	NA
30756061	NA	NA
30756062	NA	NA
30756063	NA	NA
30756064	NA	NA
30756065	NA	NA
30756066	NA	NA
30756067	0	NA
30756068	NA	NA
30756069	NA	NA
30756070	NA	NA
30756089	NA	NA
30756091	NA	NA
30756093	NA	NA
30756094	NA	NA
30756095	NA	NA
30756096	NA	NA
30757927	NA	NA
30757985	NA	NA
30759435	0	NA
30759990	NA	NA
30760189	NA	NA
30760190	NA	NA
30760943	NA	NA
30760971	NA	NA
30760972	NA	NA
30760979	NA	NA
30760981	NA	NA
30760986	NA	NA
30760987	NA	NA
30760994	NA	NA
30761008	NA	NA
30761009	NA	NA
30761019	NA	NA
30761020	NA	NA
30761026	NA	NA
30761027	NA	NA
30761028	NA	NA
30761029	1	1
30761030	NA	NA
30761031	NA	NA
30761056	NA	NA
30761057	NA	NA
30761058	NA	NA
30761059	NA	NA
30761060	NA	0
30761079	NA	NA
30761092	NA	NA
30761120	NA	NA
30761121	NA	NA
30761155	NA	NA
30761156	NA	NA
30761157	NA	NA
30761158	NA	NA
30761159	NA	NA
30761160	NA	NA
30761161	NA	NA
30761162	NA	NA
30761177	NA	NA
30761184	NA	NA
30761186	NA	NA
30761187	NA	NA
30761188	NA	NA
30761211	NA	NA
30761275	NA	NA
30761280	NA	NA
30761281	NA	NA
30761282	NA	NA
30761286	NA	0
30761287	NA	0
30761288	NA	NA
30761300	NA	NA
30761308	NA	NA
30761310	NA	NA
30761311	NA	NA
30761314	NA	NA
30761316	NA	NA
30761317	NA	NA
30761318	NA	NA
30761319	NA	NA
30761320	NA	NA
30761322	NA	NA
30761323	NA	NA
30761324	NA	NA
30761325	NA	NA
30761326	NA	NA
30761356	NA	NA
30761386	NA	NA
30761387	NA	NA
30761388	NA	NA
30761958	NA	NA
30761959	NA	NA
30762450	0	NA
30763011	NA	NA
30763012	NA	NA
30763013	0	NA
30763014	NA	NA
30763015	NA	NA
30763016	NA	0
30763017	1	1
30763018	0	0
30763019	NA	NA
30763020	NA	0
30763021	NA	NA
30763022	NA	NA
30763023	NA	NA
30763024	NA	NA
30763025	NA	NA
30763485	NA	NA
30763486	NA	NA
30763487	NA	NA
30763488	NA	NA
30763489	NA	0
30763490	NA	NA
30763491	NA	NA
30763492	NA	NA
30763493	NA	NA
30763494	NA	NA
30763495	NA	NA
30763496	NA	NA
30763497	NA	NA
30763498	NA	NA
30763499	NA	NA
30763500	NA	NA
30763501	NA	NA
30763502	NA	NA
30763504	NA	NA
30763505	NA	NA
30763506	NA	0
30763507	NA	NA
30763508	NA	NA
30763509	NA	NA
30763937	NA	0
30764614	NA	NA
30764615	NA	NA
30764616	NA	NA
30764617	NA	NA
30764618	NA	NA
30764619	NA	NA
30764620	NA	NA
30764621	NA	NA
30764622	NA	NA
30764623	NA	NA
30764624	NA	NA
30764625	NA	NA
30764662	0	NA
30764705	NA	NA
30766014	NA	NA
30766017	NA	0
30766319	NA	NA
30766320	NA	NA
30766321	NA	NA
30766450	0	NA
30766468	NA	NA
30766469	NA	NA
30766482	NA	NA
30766485	NA	NA
30766488	NA	NA
30766491	0	0
30766494	NA	NA
30766510	NA	NA
30766511	NA	NA
30766527	NA	NA
30766528	NA	NA
30766539	0	NA
30766540	NA	NA
30766544	NA	NA
30766600	0	NA
30766712	NA	NA
30766713	NA	NA
30766714	NA	NA
30766715	NA	NA
30766716	NA	NA
30766717	NA	NA
30766718	NA	NA
30766719	NA	NA
30766720	NA	NA
30766721	0	NA
30766722	NA	NA
30766723	NA	NA
30766724	NA	NA
30766759	NA	NA
30766762	NA	NA
30766861	NA	NA
30766875	NA	NA
30766876	NA	NA
30766877	NA	NA
30766967	NA	NA
30766968	NA	NA
30766969	NA	NA
30767450	NA	NA
30767451	NA	NA
30767452	NA	NA
30767454	NA	NA
30767455	NA	NA
30767456	NA	NA
30767457	NA	NA
30767459	NA	NA
30767460	NA	NA
30767463	NA	NA
30767476	NA	NA
30767477	NA	NA
30767478	NA	NA
30767479	NA	NA
30767480	NA	NA
30767481	0	NA
30767482	NA	NA
30767483	NA	NA
30767484	NA	NA
30767485	NA	NA
30767486	NA	NA
30767487	NA	NA
30767488	NA	NA
30767489	NA	NA
30767490	NA	NA
30767733	NA	0
30767735	NA	NA
30767736	NA	NA
30767737	NA	NA
30767743	NA	NA
30767790	NA	NA
30767791	NA	NA
30767793	NA	NA
30767794	NA	NA
30767795	NA	NA
30767796	NA	NA
30767797	NA	NA
30767798	NA	NA
30767799	NA	NA
30767801	NA	NA
30767802	NA	NA
30767804	NA	NA
30767805	NA	NA
30767806	NA	NA
30767807	NA	NA
30767808	NA	NA
30767822	NA	NA
30767823	NA	NA
30767824	NA	NA
30767825	NA	NA
30767827	NA	NA
30767831	NA	NA
30767832	NA	NA
30767833	NA	NA
30767834	NA	NA
30767836	NA	NA
30767837	NA	NA
30768657	NA	NA
30768879	NA	NA
30768880	0	NA
30768881	NA	NA
30768882	NA	NA
30768883	NA	NA
30768884	NA	NA
30768885	NA	NA
30768886	NA	NA
30768887	NA	NA
30768888	NA	NA
30768889	NA	NA
30768890	NA	NA
30772969	NA	NA
30772970	NA	NA
30773994	NA	NA
30774045	NA	NA
30774153	NA	NA
30774169	NA	NA
30774176	NA	0
30774282	NA	NA
30774296	NA	NA
30774455	NA	NA
30774456	NA	NA
30774457	NA	NA
30774458	NA	NA
30774459	NA	NA
30774460	NA	NA
30774461	NA	NA
30774462	NA	NA
30774463	NA	NA
30774464	NA	NA
30774507	NA	NA
30774508	NA	NA
30774509	NA	NA
30774510	NA	NA
30774511	NA	NA
30774512	0	NA
30774513	NA	NA
30774514	NA	NA
30774515	NA	NA
30774516	NA	NA
30774517	NA	NA
30774518	NA	NA
30774519	NA	NA
30774520	NA	NA
30774559	NA	NA
30774563	NA	NA
30774564	NA	NA
30774568	NA	NA
30774569	NA	NA
30774577	NA	NA
30774585	NA	NA
30774604	NA	NA
30774619	NA	NA
30774620	NA	NA
30774636	0	NA
30774637	NA	NA
30774644	NA	NA
30774720	NA	NA
30774740	NA	NA
30774800	0	0
30774801	NA	NA
30774802	NA	NA
30774803	NA	NA
30774804	0	NA
30774805	NA	NA
30774806	NA	NA
30774807	NA	NA
30774808	NA	NA
30774809	0	NA
30774810	NA	NA
30774811	NA	NA
30774812	NA	0
30774813	NA	NA
30774814	NA	NA
30774815	NA	0
30774816	NA	NA
30774817	NA	NA
30774818	NA	NA
30774819	NA	NA
30774820	NA	NA
30774821	NA	NA
30774930	NA	NA
30774972	NA	NA
30774973	0	NA
30774974	NA	NA
30774975	NA	NA
30774976	1	1
30774989	NA	NA
30775161	NA	NA
30775189	NA	NA
30775286	NA	NA
30775287	NA	NA
30775288	NA	0
30775289	NA	NA
30775290	NA	NA
30775291	NA	NA
30775380	NA	NA
30775388	NA	0
30775389	NA	NA
30775390	NA	NA
30775391	NA	NA
30775392	NA	NA
30775393	NA	NA
30775395	NA	NA
30775396	NA	NA
30775397	NA	NA
30775398	NA	NA
30775407	NA	NA
30775449	NA	NA
30775450	NA	NA
30775583	0	0
30775584	NA	NA
30775585	NA	0
30775586	NA	NA
30775587	NA	NA
30775588	NA	NA
30775589	0	NA
30775591	NA	NA
30775593	NA	NA
30775595	0	NA
30775596	NA	NA
30775598	NA	NA
30775599	NA	NA
30775600	NA	NA
30775601	NA	NA
30775602	NA	NA
30775603	NA	NA
30775604	NA	NA
30775605	0	NA
30775606	NA	NA
30775608	NA	NA
30775609	NA	NA
30775610	NA	NA
30775650	NA	NA
30775689	NA	NA
30775725	NA	NA
30776199	NA	NA
30776200	NA	NA
30776201	NA	NA
30776202	NA	NA
30776203	NA	NA
30776204	NA	NA
30776205	NA	NA
30776206	NA	NA
30776207	NA	NA
30776208	NA	NA
30776209	NA	NA
30776935	NA	0
30777575	NA	NA
30777822	NA	NA
30777823	NA	NA
30777824	NA	NA
30777825	NA	NA
30777826	NA	NA
30777827	NA	NA
30777828	NA	NA
30777829	NA	NA
30777830	NA	NA
30777831	NA	NA
30777832	NA	NA
30777833	NA	NA
30777834	NA	NA
30777835	NA	NA
30777836	NA	NA
30777837	NA	NA
30778268	NA	NA
30778269	NA	NA
30778280	0	NA
30778306	NA	NA
30778324	NA	NA
30778325	NA	NA
30778331	NA	NA
30778358	NA	NA
30778359	NA	NA
30778367	0	NA
30778372	NA	NA
30778373	NA	NA
30778398	NA	NA
30778402	NA	NA
30779004	NA	NA
30779005	NA	0
30779006	NA	NA
30779007	NA	NA
30779008	NA	NA
30779009	NA	NA
30779010	NA	NA
30779011	NA	0
