"","measure_name","location_name","sex_name","cause_name","year","val","upper","lower"
"3922","DALYs (Disability-Adjusted Life Years)","Global","Both","Neonatal preterm birth",1997,105338614.21282,114256976.435897,97922760.6538852
"3923","DALYs (Disability-Adjusted Life Years)","Global","Both","Neonatal encephalopathy due to birth asphyxia and trauma",1997,72094376.5013858,79833047.6885806,64798299.7216132
"3924","DALYs (Disability-Adjusted Life Years)","Global","Both","Neonatal sepsis and other neonatal infections",1997,25052362.0515737,28230487.7534466,20938668.2937011
"3925","DALYs (Disability-Adjusted Life Years)","Global","Both","Hemolytic disease and other neonatal jaundice",1997,10241381.5324543,11756426.9376691,8935147.64748029
"3926","DALYs (Disability-Adjusted Life Years)","Global","Both","Other neonatal disorders",1997,46296979.8379339,54423312.4447448,40511149.572108
"3927","DALYs (Disability-Adjusted Life Years)","Global","Both","Protein-energy malnutrition",1997,44006083.3150916,56850667.1087181,34737673.0817313
"3928","DALYs (Disability-Adjusted Life Years)","Global","Both","Sudden infant death syndrome",1997,4067291.69228098,9290119.45975539,1536573.40095254
"3929","DALYs (Disability-Adjusted Life Years)","Global","Both","Pedestrian road injuries",1997,28495692.3891791,32168525.3041553,25160238.102404
"3930","DALYs (Disability-Adjusted Life Years)","Global","Both","Cyclist road injuries",1997,5096040.91489017,6020635.61299125,4311977.66922491
"3931","DALYs (Disability-Adjusted Life Years)","Global","Both","Motorcyclist road injuries",1997,13145932.9433092,14856672.9509762,11623150.0112635
"3932","DALYs (Disability-Adjusted Life Years)","Global","Both","Motor vehicle road injuries",1997,25842189.3360613,28532343.1778156,23086982.1472945
"3933","DALYs (Disability-Adjusted Life Years)","Global","Both","Other road injuries",1997,786812.692206883,936354.977108067,690177.571687591
"3934","DALYs (Disability-Adjusted Life Years)","Global","Both","Other transport injuries",1997,5123626.88236472,5629829.97096223,4629352.87229524
"3935","DALYs (Disability-Adjusted Life Years)","Global","Both","Invasive Non-typhoidal Salmonella (iNTS)",1997,4603132.98405827,7317259.38733428,2526548.32250784
"3936","DALYs (Disability-Adjusted Life Years)","Global","Both","Malaria",1996,67508033.3471406,108504671.940182,36166216.9041478
"3937","DALYs (Disability-Adjusted Life Years)","Global","Both","Chagas disease",1996,312299.958314999,376184.457778205,150955.062751326
"3938","DALYs (Disability-Adjusted Life Years)","Global","Both","Ischemic stroke",1997,45282221.2109617,48426993.4026282,42128400.2978391
"3939","DALYs (Disability-Adjusted Life Years)","Global","Both","Intracerebral hemorrhage",1997,59695196.0407628,64195368.4470575,56215069.8736606
"3940","DALYs (Disability-Adjusted Life Years)","Global","Both","Subarachnoid hemorrhage",1997,13156028.5359592,15114384.5367338,10137602.8682553
"3941","DALYs (Disability-Adjusted Life Years)","Global","Both","Hypertensive heart disease",1997,14465507.4906535,16007706.9978583,12235225.3274399
"3942","DALYs (Disability-Adjusted Life Years)","Global","Both","Atrial fibrillation and flutter",1997,4376411.79466455,5533729.79440526,3481118.36731581
"3943","DALYs (Disability-Adjusted Life Years)","Global","Both","Aortic aneurysm",1997,2351311.41505945,2550437.43138208,2185700.18047733
"3944","DALYs (Disability-Adjusted Life Years)","Global","Both","Peripheral artery disease",1997,902542.154748372,1367654.06350744,567783.746197404
"3945","DALYs (Disability-Adjusted Life Years)","Global","Both","Endocarditis",1997,1292036.0779453,1476834.81958113,981493.182302365
"3946","DALYs (Disability-Adjusted Life Years)","Global","Both","Chronic obstructive pulmonary disease",1997,64322299.8328635,68325618.0093962,57116559.7452703
"3947","DALYs (Disability-Adjusted Life Years)","Global","Both","Silicosis",1997,630373.84197721,766255.711204564,504942.436791152
"3948","DALYs (Disability-Adjusted Life Years)","Global","Both","Acute glomerulonephritis",1996,529034.795467219,618083.421810458,458300.353531557
"3949","DALYs (Disability-Adjusted Life Years)","Global","Both","Chronic kidney disease due to hypertension",1996,5129906.95961058,5995859.32794197,4453581.80343524
"3950","DALYs (Disability-Adjusted Life Years)","Global","Both","Chronic kidney disease due to glomerulonephritis",1996,4626111.21538562,5404125.0217515,3895378.70586013
"3951","DALYs (Disability-Adjusted Life Years)","Global","Both","Chronic kidney disease due to other and unspecified causes",1996,7644029.79218551,8755513.31633798,6535981.54931193
"3952","DALYs (Disability-Adjusted Life Years)","Global","Both","Age-related macular degeneration",1996,354584.734196564,497197.130543071,243658.414058949
"3953","DALYs (Disability-Adjusted Life Years)","Global","Both","Age-related and other hearing loss",1996,24915135.1428141,35652988.1280636,16960224.7668683
"3954","DALYs (Disability-Adjusted Life Years)","Global","Both","Other vision loss",1996,2085191.22527264,2845424.49608878,1485819.11609595
"3955","DALYs (Disability-Adjusted Life Years)","Global","Both","Other sense organ diseases",1996,2043763.578496,3144721.56334097,1219003.69221368
"3956","DALYs (Disability-Adjusted Life Years)","Global","Both","Caries of deciduous teeth",1996,191642.984219865,405239.882062264,84403.4862546476
"3957","DALYs (Disability-Adjusted Life Years)","Global","Both","Caries of permanent teeth",1996,1507527.22209919,2938626.25546061,681991.411055882
"3958","DALYs (Disability-Adjusted Life Years)","Global","Both","Periodontal diseases",1996,3994114.93599026,8725270.39835112,1560126.43923705
"3959","DALYs (Disability-Adjusted Life Years)","Global","Both","Edentulism",1996,5471633.44453058,8025567.43927163,3520024.03129149
"3960","DALYs (Disability-Adjusted Life Years)","Global","Both","Other oral disorders",1996,3048814.87175956,4456384.23320187,1902594.74996489
"3961","DALYs (Disability-Adjusted Life Years)","Global","Both","Esophageal cancer",1997,9327965.36336559,10005319.5447841,7099402.90698935
"3962","DALYs (Disability-Adjusted Life Years)","Global","Both","Stomach cancer",1997,20540887.0798444,21463638.4478102,19719159.7553249
"3963","DALYs (Disability-Adjusted Life Years)","Global","Both","Liver cancer due to hepatitis B",1997,8209808.91622399,9090000.29639043,7444715.03517018
"3964","DALYs (Disability-Adjusted Life Years)","Global","Both","Liver cancer due to hepatitis C",1997,2566093.90426539,2873329.73237343,2257435.27316934
"3965","DALYs (Disability-Adjusted Life Years)","Global","Both","Liver cancer due to alcohol use",1997,1582565.52138378,1922691.60224477,1280649.33715526
"3966","DALYs (Disability-Adjusted Life Years)","Global","Both","Larynx cancer",1997,2676051.84760716,2782268.66200819,2574990.31577354
"3967","DALYs (Disability-Adjusted Life Years)","Global","Both","Tracheal, bronchus, and lung cancer",1997,30517616.9091311,31479865.2963656,29625437.1830121
"3968","DALYs (Disability-Adjusted Life Years)","Global","Both","Breast cancer",1997,13635597.9556252,14190696.8685805,13094058.569272
"3969","DALYs (Disability-Adjusted Life Years)","Global","Both","Cervical cancer",1997,6711890.34757025,8164655.86328882,6020722.60889368
"3970","DALYs (Disability-Adjusted Life Years)","Global","Both","Uterine cancer",1997,1648313.20838022,1753122.10807407,1447406.60727153
"3971","DALYs (Disability-Adjusted Life Years)","Global","Both","Prostate cancer",1997,5225635.12143256,5851744.09345766,4214304.69556596
"3972","DALYs (Disability-Adjusted Life Years)","Global","Both","Colon and rectum cancer",1997,14370326.4778634,14824480.9460618,13903013.6546147
"3973","DALYs (Disability-Adjusted Life Years)","Global","Both","Lip and oral cavity cancer",1997,3392690.38098118,3552743.83436845,3233713.30467358
"3974","DALYs (Disability-Adjusted Life Years)","Global","Both","Nasopharynx cancer",1997,2002463.29745178,2123184.37315797,1879735.84697634
"3975","DALYs (Disability-Adjusted Life Years)","Global","Both","Other pharynx cancer",1997,1882595.72630809,2019172.99924256,1778147.97168666
"3976","DALYs (Disability-Adjusted Life Years)","Global","Both","Gallbladder and biliary tract cancer",1997,2356341.43565505,2651859.50323368,2152930.42710854
"3977","DALYs (Disability-Adjusted Life Years)","Global","Both","Other digestive diseases",1997,2157733.44247531,2665879.09266184,1677353.91010149
"3978","DALYs (Disability-Adjusted Life Years)","Global","Both","Alzheimer's disease and other dementias",1997,11948788.5384454,26304097.7910526,5230482.11431335
"3979","DALYs (Disability-Adjusted Life Years)","Global","Both","Parkinson's disease",1997,3321270.21874696,3576181.25539384,3083844.12193452
"3980","DALYs (Disability-Adjusted Life Years)","Global","Both","Idiopathic epilepsy",1997,12059177.5625496,14989800.1293208,9454971.57983972
"3981","DALYs (Disability-Adjusted Life Years)","Global","Both","Multiple sclerosis",1997,834948.869460769,986224.199936881,722670.972028593
"3982","DALYs (Disability-Adjusted Life Years)","Global","Both","Migraine",1997,30308616.1862676,69095333.2755744,4519186.96964661
"3983","DALYs (Disability-Adjusted Life Years)","Global","Both","Tension-type headache",1997,3243936.65977532,11013416.1991544,971002.325263856
"3984","DALYs (Disability-Adjusted Life Years)","Global","Both","Motor neuron disease",1997,682620.845607518,711791.95996549,656631.117820228
"3985","DALYs (Disability-Adjusted Life Years)","Global","Both","Other neurological disorders",1997,2914977.84318453,3506572.73189595,2416127.2727501
"3986","DALYs (Disability-Adjusted Life Years)","Global","Both","Schizophrenia",1997,10528868.1369617,13423338.1315433,7717105.11117498
"3987","DALYs (Disability-Adjusted Life Years)","Global","Both","Alcohol use disorders",1997,15230866.3893302,18973800.2961103,12292985.6404705
"3988","DALYs (Disability-Adjusted Life Years)","Global","Both","Sudden infant death syndrome",1996,4178307.92331385,9560914.62965506,1584776.41931509
"3989","DALYs (Disability-Adjusted Life Years)","Global","Both","Pedestrian road injuries",1996,28782083.0903503,32604122.5526134,25225959.1784746
"3990","DALYs (Disability-Adjusted Life Years)","Global","Both","Cyclist road injuries",1996,4908432.50182387,5804110.65613553,4138247.42369098
"3991","DALYs (Disability-Adjusted Life Years)","Global","Both","Motorcyclist road injuries",1996,12805502.2463866,14591748.1871248,11306871.3836182
"3992","DALYs (Disability-Adjusted Life Years)","Global","Both","Motor vehicle road injuries",1996,25691330.71182,28495529.4235219,22988802.6283623
"3993","DALYs (Disability-Adjusted Life Years)","Global","Both","Other road injuries",1996,778278.89348302,932910.695063705,680650.094285194
"3994","DALYs (Disability-Adjusted Life Years)","Global","Both","Other transport injuries",1996,5188164.18853616,5704089.01937575,4696476.03761228
"3995","DALYs (Disability-Adjusted Life Years)","Global","Both","Invasive Non-typhoidal Salmonella (iNTS)",1996,4435145.18485539,7013670.31918258,2444433.13763851
"3996","DALYs (Disability-Adjusted Life Years)","Global","Both","Maternal abortion and miscarriage",1997,2918092.33755879,3342110.15677022,2534878.84810267
"3997","DALYs (Disability-Adjusted Life Years)","Global","Both","Liver cancer due to NASH",1997,615987.745359153,720674.680877597,523562.328316387
"3998","DALYs (Disability-Adjusted Life Years)","Global","Both","Chronic kidney disease due to diabetes mellitus type 1",1997,2217375.92988125,2911276.5566038,1620481.34761774
"3999","DALYs (Disability-Adjusted Life Years)","Global","Both","Chronic kidney disease due to diabetes mellitus type 2",1997,5023408.82277457,5909387.38742605,4114170.69147026
"4000","DALYs (Disability-Adjusted Life Years)","Global","Both","Refraction disorders",1997,4576554.96977237,6448975.73457361,3087960.48900832
"4001","DALYs (Disability-Adjusted Life Years)","Global","Both","Near vision loss",1997,2839523.08797348,5650712.88585783,1292501.47325743
"4002","DALYs (Disability-Adjusted Life Years)","Global","Both","Rheumatic heart disease",1996,12645722.9005159,14057353.4076702,11468342.8451972
"4003","DALYs (Disability-Adjusted Life Years)","Global","Both","Ischemic heart disease",1996,132697892.890308,137110265.967107,127932452.450522
"4004","DALYs (Disability-Adjusted Life Years)","Global","Both","Major depressive disorder",1996,27469917.4873182,38081905.6672854,18846128.2932754
"4005","DALYs (Disability-Adjusted Life Years)","Global","Both","Dysthymia",1996,6371617.53520537,9526339.55502971,4121925.73971303
"4006","DALYs (Disability-Adjusted Life Years)","Global","Both","Bipolar disorder",1996,5936058.69406899,9111905.82660728,3635233.0589564
"4007","DALYs (Disability-Adjusted Life Years)","Global","Both","Anxiety disorders",1996,20561278.9727066,28092689.3531795,14267934.8680043
"4008","DALYs (Disability-Adjusted Life Years)","Global","Both","Anorexia nervosa",1996,617192.186020511,972748.42559078,371148.295911851
"4009","DALYs (Disability-Adjusted Life Years)","Global","Both","Bulimia nervosa",1996,1389043.11509642,2164429.20058415,808999.883756207
"4010","DALYs (Disability-Adjusted Life Years)","Global","Both","Autism spectrum disorders",1996,3357191.47656933,4886008.92433674,2186769.90035322
"4011","DALYs (Disability-Adjusted Life Years)","Global","Both","Attention-deficit/hyperactivity disorder",1996,967216.464358222,1654124.7480894,543367.608851682
"4012","DALYs (Disability-Adjusted Life Years)","Global","Both","Conduct disorder",1996,4253757.88779225,6684538.0471056,2387295.44611492
"4013","DALYs (Disability-Adjusted Life Years)","Global","Both","Idiopathic developmental intellectual disability",1996,4118435.67929315,6679332.04608444,2184657.32601228
"4014","DALYs (Disability-Adjusted Life Years)","Global","Both","Other mental disorders",1996,5675888.08347072,8605327.0650539,3657815.12130575
"4015","DALYs (Disability-Adjusted Life Years)","Global","Both","Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",1997,669392.419379241,860911.66288013,577267.148200248
"4016","DALYs (Disability-Adjusted Life Years)","Global","Both","Benign and in situ intestinal neoplasms",1997,0,0,0
"4017","DALYs (Disability-Adjusted Life Years)","Global","Both","Benign and in situ cervical and uterine neoplasms",1997,0,0,0
"4018","DALYs (Disability-Adjusted Life Years)","Global","Both","Other benign and in situ neoplasms",1997,0,0,0
"4019","DALYs (Disability-Adjusted Life Years)","Global","Both","Non-rheumatic calcific aortic valve disease",1997,1130913.61080548,1277654.94139564,1020706.39354
"4020","DALYs (Disability-Adjusted Life Years)","Global","Both","Non-rheumatic degenerative mitral valve disease",1997,668662.561714382,801140.527577497,576979.807584675
"4021","DALYs (Disability-Adjusted Life Years)","Global","Both","Other non-rheumatic valve diseases",1997,68507.753984147,84416.8366977081,52440.88387606
"4022","DALYs (Disability-Adjusted Life Years)","Global","Both","Cirrhosis and other chronic liver diseases due to NAFLD",1997,2521783.75896016,3367062.87106331,1824745.14474289
"4023","DALYs (Disability-Adjusted Life Years)","Global","Both","Diabetes mellitus type 1",1997,3541645.13916464,4042946.02206598,2960143.37708867
"4024","DALYs (Disability-Adjusted Life Years)","Global","Both","Diabetes mellitus type 2",1997,31926430.9871623,37323539.0314114,27277091.5875254
"4025","DALYs (Disability-Adjusted Life Years)","Global","Both","Opioid use disorders",1997,8140062.80370002,10341893.3276668,6329177.47062834
"4026","DALYs (Disability-Adjusted Life Years)","Global","Both","Cocaine use disorders",1997,644252.500092778,865249.011315318,464923.486541508
"4027","DALYs (Disability-Adjusted Life Years)","Global","Both","Amphetamine use disorders",1997,1507313.18875265,2143147.19446458,1053996.6277632
"4028","DALYs (Disability-Adjusted Life Years)","Global","Both","Cannabis use disorders",1997,535365.906075379,832219.870287096,323088.562254295
"4029","DALYs (Disability-Adjusted Life Years)","Global","Both","Other drug use disorders",1997,1765166.36876919,2270620.09660614,1362628.0232294
"4030","DALYs (Disability-Adjusted Life Years)","Global","Both","Digestive congenital anomalies",1997,6100056.63431954,11383629.3579696,3260814.42116124
"4031","DALYs (Disability-Adjusted Life Years)","Global","Both","Other congenital birth defects",1997,17859597.4087091,32267447.5401237,10172931.96781
"4032","DALYs (Disability-Adjusted Life Years)","Global","Both","Psoriasis",1997,2947674.21593937,3911436.37749398,2086837.41577703
"4033","DALYs (Disability-Adjusted Life Years)","Global","Both","Cellulitis",1997,405041.672046007,546523.600627483,269526.975091304
"4034","DALYs (Disability-Adjusted Life Years)","Global","Both","Pyoderma",1997,1320553.2725278,1685794.06549213,941033.44147517
"4035","DALYs (Disability-Adjusted Life Years)","Global","Both","Scabies",1997,4088639.62944003,6509713.71648434,2247751.81045434
"4036","DALYs (Disability-Adjusted Life Years)","Global","Both","Fungal skin diseases",1997,2246910.51282986,4724113.11725408,913935.038032177
"4037","DALYs (Disability-Adjusted Life Years)","Global","Both","Viral skin diseases",1997,4068170.1073341,6070591.81442857,2595365.59363927
"4038","DALYs (Disability-Adjusted Life Years)","Global","Both","Visceral leishmaniasis",1996,1280883.01907427,6372419.76969026,201236.433519099
"4039","DALYs (Disability-Adjusted Life Years)","Global","Both","Cutaneous and mucocutaneous leishmaniasis",1996,164613.582983227,275244.811685011,91237.6558919252
"4040","DALYs (Disability-Adjusted Life Years)","Global","Both","African trypanosomiasis",1996,1543255.34914352,2370554.61429145,794858.880115609
"4041","DALYs (Disability-Adjusted Life Years)","Global","Both","Schistosomiasis",1996,2058855.09402719,3194362.61993757,1365081.20078726
"4042","DALYs (Disability-Adjusted Life Years)","Global","Both","Cysticercosis",1996,1181240.26698812,1721605.32249496,752094.219945112
"4043","DALYs (Disability-Adjusted Life Years)","Global","Both","Cystic echinococcosis",1996,186093.640249603,231880.575504721,145649.873870403
"4044","DALYs (Disability-Adjusted Life Years)","Global","Both","Lymphatic filariasis",1996,4848447.680925,7007902.50188203,3236748.43705229
"4045","DALYs (Disability-Adjusted Life Years)","Global","Both","Onchocerciasis",1996,1183087.94440075,1721027.90213905,755640.041108705
"4046","DALYs (Disability-Adjusted Life Years)","Global","Both","Trachoma",1996,283784.72334294,427832.982003716,178913.772755925
"4047","DALYs (Disability-Adjusted Life Years)","Global","Both","Dengue",1996,2165656.45480042,3137370.3673946,650424.007603797
"4048","DALYs (Disability-Adjusted Life Years)","Global","Both","Yellow fever",1996,641328.711948022,1380855.62447079,244078.09283569
"4049","DALYs (Disability-Adjusted Life Years)","Global","Both","Rabies",1996,1599769.95316317,2524427.78758479,575637.125052338
"4050","DALYs (Disability-Adjusted Life Years)","Global","Both","Ascariasis",1996,1902635.59558306,2824225.90612822,1246455.38226184
"4051","DALYs (Disability-Adjusted Life Years)","Global","Both","Trichuriasis",1996,492747.95672545,823711.30059429,268422.135626621
"4052","DALYs (Disability-Adjusted Life Years)","Global","Both","HIV/AIDS resulting in other diseases",1997,46329594.0573907,65636146.4791436,32444660.3595173
"4053","DALYs (Disability-Adjusted Life Years)","Global","Both","Diarrheal diseases",1997,164400760.139864,197687621.560038,132892499.326015
"4054","DALYs (Disability-Adjusted Life Years)","Global","Both","Typhoid fever",1997,12513733.6728532,21531726.0771732,6117364.89273458
"4055","DALYs (Disability-Adjusted Life Years)","Global","Both","Paratyphoid fever",1997,2253113.94164623,4569003.94977263,943302.242196512
"4056","DALYs (Disability-Adjusted Life Years)","Global","Both","Other intestinal infectious diseases",1997,257583.794666859,333184.784894477,191926.607584751
"4057","DALYs (Disability-Adjusted Life Years)","Global","Both","Lower respiratory infections",1997,188305115.018402,213003001.745817,168808507.036264
"4058","DALYs (Disability-Adjusted Life Years)","Global","Both","Upper respiratory infections",1997,6287942.19787348,9627644.88603256,3677125.51545966
"4059","DALYs (Disability-Adjusted Life Years)","Global","Both","Otitis media",1997,2302991.57674453,3659671.25918693,1371657.20181129
"4060","DALYs (Disability-Adjusted Life Years)","Global","Both","Meningitis",1997,30422467.431502,34979099.3146437,26421875.5589817
"4061","DALYs (Disability-Adjusted Life Years)","Global","Both","Encephalitis",1997,7405399.8177538,8719636.6969247,6206297.04552066
"4062","DALYs (Disability-Adjusted Life Years)","Global","Both","Diphtheria",1997,1083087.3678826,1528714.5414095,752966.957061244
"4063","DALYs (Disability-Adjusted Life Years)","Global","Both","Whooping cough",1997,17348904.9424636,33030929.9252157,7428121.83049942
"4064","DALYs (Disability-Adjusted Life Years)","Global","Both","Tetanus",1997,12978963.6000531,15615456.1655937,11211101.3821713
"4065","DALYs (Disability-Adjusted Life Years)","Global","Both","Measles",1997,59067267.5833471,121399620.54476,21348627.1869906
"4066","DALYs (Disability-Adjusted Life Years)","Global","Both","Varicella and herpes zoster",1997,1153649.18778581,1326137.14585866,995825.38713123
"4067","DALYs (Disability-Adjusted Life Years)","Global","Both","Pancreatic cancer",1996,5493082.99569858,5627375.83927567,5330805.56576065
"4068","DALYs (Disability-Adjusted Life Years)","Global","Both","Malignant skin melanoma",1996,1188789.37050827,1460582.55226071,977214.076497237
"4069","DALYs (Disability-Adjusted Life Years)","Global","Both","Ovarian cancer",1996,3121120.90464305,3513272.01259229,2907678.34205271
"4070","DALYs (Disability-Adjusted Life Years)","Global","Both","Testicular cancer",1996,415241.266339888,478450.689600299,383506.555391344
"4071","DALYs (Disability-Adjusted Life Years)","Global","Both","Kidney cancer",1996,2356064.57400647,2448150.35493189,2262912.40093516
"4072","DALYs (Disability-Adjusted Life Years)","Global","Both","Bladder cancer",1996,2879492.07689468,2981619.30740319,2762923.27739658
"4073","DALYs (Disability-Adjusted Life Years)","Global","Both","Brain and central nervous system cancer",1996,6723667.14227982,8467853.16895815,5458869.90876006
"4074","DALYs (Disability-Adjusted Life Years)","Global","Both","Thyroid cancer",1996,761624.313023211,819266.342187888,701319.821791207
"4075","DALYs (Disability-Adjusted Life Years)","Global","Both","Mesothelioma",1996,439747.33661625,496214.488109184,393310.905212944
"4076","DALYs (Disability-Adjusted Life Years)","Global","Both","Hodgkin lymphoma",1996,1208917.47100408,1312728.58624612,957395.544831016
"4077","DALYs (Disability-Adjusted Life Years)","Global","Both","Non-Hodgkin lymphoma",1996,4768784.59948589,5047494.28777567,4481446.9142599
"4078","DALYs (Disability-Adjusted Life Years)","Global","Both","Multiple myeloma",1996,1450889.18496685,1606991.33170002,1310425.37266371
"4079","DALYs (Disability-Adjusted Life Years)","Global","Both","Other exposure to mechanical forces",1997,9813037.17052569,12070971.2855529,8217558.14607038
"4080","DALYs (Disability-Adjusted Life Years)","Global","Both","Adverse effects of medical treatment",1997,4527904.87777817,5191064.25190834,3402828.24533271
"4081","DALYs (Disability-Adjusted Life Years)","Global","Both","Venomous animal contact",1997,5186493.17849164,6108398.97715193,3336235.50302056
"4082","DALYs (Disability-Adjusted Life Years)","Global","Both","Non-venomous animal contact",1997,1254428.04592838,1515307.20598626,928367.653291284
"4083","DALYs (Disability-Adjusted Life Years)","Global","Both","Pulmonary aspiration and foreign body in airway",1997,6635817.09774731,7235762.5978588,6202007.43366631
"4084","DALYs (Disability-Adjusted Life Years)","Global","Both","Foreign body in eyes",1997,475208.590507351,834756.054277339,245174.669805218
"4085","DALYs (Disability-Adjusted Life Years)","Global","Both","Foreign body in other body part",1997,1384311.71460648,1703488.81023316,1023873.54529197
"4086","DALYs (Disability-Adjusted Life Years)","Global","Both","Other unintentional injuries",1997,9807668.42939409,11290324.2620278,8296244.48348871
"4087","DALYs (Disability-Adjusted Life Years)","Global","Both","Atopic dermatitis",1997,6279591.48163042,10558885.9897375,3350188.33695429
"4088","DALYs (Disability-Adjusted Life Years)","Global","Both","Contact dermatitis",1997,1546471.44470199,2300393.2981901,972137.763755063
"4089","DALYs (Disability-Adjusted Life Years)","Global","Both","Seborrhoeic dermatitis",1997,219245.173827453,349536.3904098,124328.581126764
"4090","DALYs (Disability-Adjusted Life Years)","Global","Both","Asbestosis",1997,47128.6167967938,56139.2100765869,36413.140391528
"4091","DALYs (Disability-Adjusted Life Years)","Global","Both","Coal workers pneumoconiosis",1997,108467.280087941,129813.853561888,76049.3566451136
"4092","DALYs (Disability-Adjusted Life Years)","Global","Both","Other pneumoconiosis",1997,112212.063155025,143922.106413368,82977.6768660222
"4093","DALYs (Disability-Adjusted Life Years)","Global","Both","Urinary tract infections and interstitial nephritis",1997,3434895.08144426,3742824.38511624,3020790.47530951
"4094","DALYs (Disability-Adjusted Life Years)","Global","Both","Urolithiasis",1997,511743.126888587,628897.897049243,386566.156657428
"4095","DALYs (Disability-Adjusted Life Years)","Global","Both","Benign prostatic hyperplasia",1997,1012180.3489983,1512667.29116076,608688.803342995
"4096","DALYs (Disability-Adjusted Life Years)","Global","Both","Male infertility",1997,205952.88159676,497239.23265353,77291.4210871468
"4097","DALYs (Disability-Adjusted Life Years)","Global","Both","Other urinary diseases",1997,1009202.44723477,1181960.03051772,811567.617127737
"4098","DALYs (Disability-Adjusted Life Years)","Global","Both","Uterine fibroids",1997,954136.368415938,1679529.36851554,509279.07973084
"4099","DALYs (Disability-Adjusted Life Years)","Global","Both","Polycystic ovarian syndrome",1997,368560.231143767,736159.141003965,155594.699139864
"4100","DALYs (Disability-Adjusted Life Years)","Global","Both","Female infertility",1997,392566.310561022,937388.19079586,133017.736742746
"4101","DALYs (Disability-Adjusted Life Years)","Global","Both","Endometriosis",1997,2025438.15723126,3225556.73103443,1206625.45388127
"4102","DALYs (Disability-Adjusted Life Years)","Global","Both","Genital prolapse",1997,297350.24718294,516808.550713546,164526.496452865
"4103","DALYs (Disability-Adjusted Life Years)","Global","Both","Premenstrual syndrome",1997,6189021.9476193,9643898.11172432,3804303.22656466
"4104","DALYs (Disability-Adjusted Life Years)","Global","Both","Other gynecological diseases",1997,12479683.9972543,17854554.9080896,8144267.56403581
"4105","DALYs (Disability-Adjusted Life Years)","Global","Both","Thalassemias",1997,1208314.56252505,1480407.88798082,975118.241438555
"4106","DALYs (Disability-Adjusted Life Years)","Global","Both","Sickle cell disorders",1997,3174167.05870736,4468862.24367258,2090199.99539503
"4107","DALYs (Disability-Adjusted Life Years)","Global","Both","G6PD deficiency",1997,534909.758501132,637396.648198831,438848.400383796
"4108","DALYs (Disability-Adjusted Life Years)","Global","Both","Other hemoglobinopathies and hemolytic anemias",1997,2105063.70757596,2797245.36244796,1599285.3886012
"4109","DALYs (Disability-Adjusted Life Years)","Global","Both","Falls",1997,28848050.3795844,34137419.7957101,24484637.1412686
"4110","DALYs (Disability-Adjusted Life Years)","Global","Both","Drowning",1997,28444394.7567073,31100573.7695859,25077887.1320099
"4111","DALYs (Disability-Adjusted Life Years)","Global","Both","Fire, heat, and hot substances",1997,8909914.8613179,10794267.3363602,7004822.36238313
"4112","DALYs (Disability-Adjusted Life Years)","Global","Both","Poisoning by carbon monoxide",1997,2338923.05915459,2630018.06009665,2010165.78478856
"4113","DALYs (Disability-Adjusted Life Years)","Global","Both","Poisoning by other means",1997,3001174.69232945,3467371.15632192,2471407.36600411
"4114","DALYs (Disability-Adjusted Life Years)","Global","Both","Unintentional firearm injuries",1997,1694074.37426517,1965228.53601836,1342844.22318784
"4115","DALYs (Disability-Adjusted Life Years)","Global","Both","Acne vulgaris",1997,3761336.43185858,5985290.18778652,2269638.67100061
"4116","DALYs (Disability-Adjusted Life Years)","Global","Both","Alopecia areata",1997,452993.77916148,674037.207173375,284356.244770291
"4117","DALYs (Disability-Adjusted Life Years)","Global","Both","Pruritus",1997,523751.236588371,936137.528611118,250863.473977301
"4118","DALYs (Disability-Adjusted Life Years)","Global","Both","Urticaria",1997,3134292.71730496,4537916.81774867,2051533.76927829
"4119","DALYs (Disability-Adjusted Life Years)","Global","Both","Decubitus ulcer",1997,307508.137076054,407320.755884934,240472.767977537
"4120","DALYs (Disability-Adjusted Life Years)","Global","Both","Other skin and subcutaneous diseases",1997,2447526.48447169,4401234.51160566,1210563.35933413
"4121","DALYs (Disability-Adjusted Life Years)","Global","Both","Glaucoma",1997,488721.930723854,692544.000691427,334359.819309127
"4122","DALYs (Disability-Adjusted Life Years)","Global","Both","Cataract",1997,4069876.58476542,5525279.05410507,2900360.44913547
"4123","DALYs (Disability-Adjusted Life Years)","Global","Both","Non-melanoma skin cancer (squamous-cell carcinoma)",1997,641496.644789861,676853.615584912,603890.333231668
"4124","DALYs (Disability-Adjusted Life Years)","Global","Both","Non-melanoma skin cancer (basal-cell carcinoma)",1997,662.775873935078,1238.00922251833,307.249356901137
"4125","DALYs (Disability-Adjusted Life Years)","Global","Both","Executions and police conflict",1997,495391.821925825,545282.013824036,341494.945762724
"4126","DALYs (Disability-Adjusted Life Years)","Global","Both","Drug-susceptible tuberculosis",1997,71390551.1488182,77593943.7305689,64790863.2373304
"4127","DALYs (Disability-Adjusted Life Years)","Global","Both","Zika virus",1997,0,0,0
"4128","DALYs (Disability-Adjusted Life Years)","Global","Both","Guinea worm disease",1997,1624.32767071877,2372.91729343413,1015.2399344635
"4129","DALYs (Disability-Adjusted Life Years)","Global","Both","Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",1996,652360.061571874,844086.19837796,562141.0583804
